"index","sex","given","l","m","s"
"wfa",2,223.5,-1.773901816,56.87490465,0.161652158
"wfa",2,224.5,-1.759007704,56.97009856,0.161922998
"wfa",2,225.5,-1.743391606,57.06564989,0.162209399
"wfa",2,226.5,-1.72715546,57.16131528,0.162509006
"wfa",2,227.5,-1.710410733,57.25679821,0.162819353
"wfa",2,228.5,-1.693267093,57.35175792,0.163138124
"wfa",2,229.5,-1.67585442,57.44578172,0.163462715
"wfa",2,230.5,-1.658302847,57.53840429,0.163790683
"wfa",2,231.5,-1.640747464,57.62910094,0.164119574
"wfa",2,232.5,-1.623332891,57.7172758,0.164446997
"wfa",2,233.5,-1.606209374,57.80226553,0.164770638
"wfa",2,234.5,-1.589533346,57.88333502,0.165088289
"wfa",2,235.5,-1.573467222,57.95967458,0.165397881
"wfa",2,236.5,-1.558179166,58.0303973,0.165697507
"wfa",2,237.5,-1.543846192,58.09453209,0.165985386
"wfa",2,238.5,-1.530642461,58.15103575,0.166260109
"wfa",2,239.5,-1.518754013,58.1987714,0.16652037
"lfa",1,0,1.267004226,49.98888408,0.053112191
"lfa",1,0.5,0.511237696,52.6959753,0.048692684
"lfa",1,1.5,-0.45224446,56.62842855,0.04411683
"lfa",1,2.5,-0.990594599,59.60895343,0.041795583
"lfa",1,3.5,-1.285837689,62.07700027,0.040454126
"lfa",1,4.5,-1.43031238,64.2168641,0.039633879
"lfa",1,5.5,-1.47657547,66.1253149,0.039123813
"lfa",1,6.5,-1.456837849,67.8601799,0.038811994
"lfa",1,7.5,-1.391898768,69.45908458,0.038633209
"lfa",1,8.5,-1.29571459,70.94803912,0.038546833
"lfa",1,9.5,-1.177919048,72.34586111,0.038526262
"lfa",1,10.5,-1.045326049,73.6666541,0.038553387
"lfa",1,11.5,-0.902800887,74.92129717,0.038615501
"lfa",1,12.5,-0.753908107,76.11837536,0.038703461
"lfa",1,13.5,-0.601263523,77.26479911,0.038810557
"lfa",1,14.5,-0.446805039,78.36622309,0.038931784
"lfa",1,15.5,-0.291974772,79.4273405,0.039063356
"lfa",1,16.5,-0.13784767,80.45209492,0.039202382
"lfa",1,17.5,0.014776155,81.44383603,0.039346629
"lfa",1,18.5,0.165304169,82.40543643,0.039494365
"lfa",1,19.5,0.313301809,83.33938063,0.039644238
"lfa",1,20.5,0.458455471,84.24783394,0.039795189
"lfa",1,21.5,0.600544631,85.13269658,0.039946388
"lfa",1,22.5,0.739438953,85.9956488,0.040097181
"lfa",1,23.5,0.875000447,86.8381751,0.04024706
"lfa",1,24.5,1.00720807,87.66160934,0.040395626
"lfa",1,25.5,0.837251351,88.45247282,0.040577525
"lfa",1,26.5,0.681492975,89.22326434,0.040723122
"lfa",1,27.5,0.538779654,89.97549228,0.040833194
"lfa",1,28.5,0.407697153,90.71040853,0.040909059
"lfa",1,29.5,0.286762453,91.42907762,0.040952433
"lfa",1,30.5,0.174489485,92.13242379,0.04096533
"lfa",1,31.5,0.069444521,92.82127167,0.040949976
"lfa",1,32.5,-0.029720564,93.49637946,0.040908737
"lfa",1,33.5,-0.124251789,94.15846546,0.040844062
"lfa",1,34.5,-0.215288396,94.80822923,0.040758431
"lfa",1,35.5,-0.30385434,95.44636981,0.040654312
"lfa",2,0,-1.295960857,49.28639612,0.05008556
"lfa",2,0.5,-0.809249882,51.68358057,0.046818545
"lfa",2,1.5,-0.050782985,55.28612813,0.0434439
"lfa",2,2.5,0.476851407,58.09381906,0.041716103
"lfa",2,3.5,0.843299612,60.45980763,0.040705173
"lfa",2,4.5,1.097562257,62.53669656,0.040079765
"lfa",2,5.5,1.272509641,64.40632762,0.039686845
"lfa",2,6.5,1.390428859,66.11841553,0.039444555
"lfa",2,7.5,1.466733925,67.70574419,0.039304738
"lfa",2,8.5,1.512301976,69.19123614,0.03923711
"lfa",2,9.5,1.534950767,70.59163924,0.039221665
"lfa",2,10.5,1.540390875,71.91961673,0.039244672
"lfa",2,11.5,1.532852892,73.1850104,0.03929642
"lfa",2,12.5,1.51550947,74.39564379,0.039369875
"lfa",2,13.5,1.490765028,75.5578544,0.039459832
"lfa",2,14.5,1.460458255,76.67685871,0.039562382
"lfa",2,15.5,1.426006009,77.75700986,0.039674542
"lfa",2,16.5,1.388507095,78.80198406,0.03979401
"lfa",2,17.5,1.348818127,79.81491852,0.039918994
"lfa",2,18.5,1.307609654,80.79851532,0.040048084
"lfa",2,19.5,1.265408149,81.75512092,0.040180162
"lfa",2,20.5,1.222627732,82.6867881,0.04031434
"lfa",2,21.5,1.179594365,83.59532461,0.040449904
"lfa",2,22.5,1.136564448,84.48233206,0.040586283
"lfa",2,23.5,1.093731947,85.34923624,0.040723015
"lfa",2,24.5,1.051272912,86.1973169,0.040859727
"lfa",2,25.5,1.041951175,87.09026318,0.041142161
"lfa",2,26.5,1.012592236,87.95714182,0.041349399
"lfa",2,27.5,0.970541909,88.7960184,0.041500428
"lfa",2,28.5,0.921129988,89.6055115,0.041610508
"lfa",2,29.5,0.868221392,90.38476689,0.041691761
"lfa",2,30.5,0.81454413,91.13341722,0.04175368
"lfa",2,31.5,0.761957977,91.8515436,0.041803562
"lfa",2,32.5,0.711660228,92.5396352,0.041846882
"lfa",2,33.5,0.664323379,93.19854429,0.041887626
"lfa",2,34.5,0.620285102,93.82945392,0.041928568
"lfa",2,35.5,0.57955631,94.43382278,0.041971514
"wfl",1,45,1.44903689,2.289757735,0.149236691
"wfl",1,45.5,1.31794165,2.38617219,0.144790131
"wfl",1,46.5,1.041730589,2.587097922,0.1365472
"wfl",1,47.5,0.756615683,2.797952593,0.129156077
"wfl",1,48.5,0.472617587,3.017679791,0.122589498
"wfl",1,49.5,0.197455933,3.245225583,0.116802688
"wfl",1,50.5,-0.063272822,3.479567767,0.111734963
"wfl",1,51.5,-0.305663778,3.719739648,0.107316407
"wfl",1,52.5,-0.527210764,3.964838222,0.10347453
"wfl",1,53.5,-0.726356263,4.214033476,0.100139369
"wfl",1,54.5,-0.902380499,4.466562625,0.097246097
"wfl",1,55.5,-1.055126826,4.721730669,0.09473644
"wfl",1,56.5,-1.184933443,4.978903744,0.092558749
"wfl",1,57.5,-1.292531809,5.237504753,0.09066765
"wfl",1,58.5,-1.378973111,5.497008915,0.089023438
"wfl",1,59.5,-1.445563111,5.756939907,0.087591418
"wfl",1,60.5,-1.49380121,6.016866693,0.086341291
"wfl",1,61.5,-1.525332827,6.276400575,0.085246598
"wfl",1,62.5,-1.541839648,6.535195541,0.084284401
"wfl",1,63.5,-1.545098045,6.792942366,0.083434649
"wfl",1,64.5,-1.536863318,7.049370425,0.08268004
"wfl",1,65.5,-1.518786093,7.304248994,0.082005843
"wfl",1,66.5,-1.49249029,7.557381995,0.081399411
"wfl",1,67.5,-1.459487925,7.808610136,0.080850107
"wfl",1,68.5,-1.421167427,8.057810266,0.08034908
"wfl",1,69.5,-1.378835366,8.304892397,0.079888977
"wfl",1,70.5,-1.333634661,8.549802669,0.079463915
"wfl",1,71.5,-1.286605147,8.792519752,0.079069193
"wfl",1,72.5,-1.238665517,9.033054944,0.07870118
"wfl",1,73.5,-1.19066716,9.271448675,0.078357096
"wfl",1,74.5,-1.143316882,9.507773605,0.078035021
"wfl",1,75.5,-1.097263403,9.742129356,0.077733651
"wfl",1,76.5,-1.053083813,9.974642178,0.077452242
"wfl",1,77.5,-1.011294273,10.20546331,0.077190512
"wfl",1,78.5,-0.972360231,10.43476723,0.076948562
"wfl",1,79.5,-0.936705887,10.66274993,0.076726804
"wfl",1,80.5,-0.904722736,10.88962699,0.076525901
"wfl",1,81.5,-0.876777097,11.11563177,0.076346711
"wfl",1,82.5,-0.853216568,11.34101346,0.076190236
"wfl",1,83.5,-0.834375406,11.56603512,0.076057579
"wfl",1,84.5,-0.820578855,11.79097176,0.075949901
"wfl",1,85.5,-0.81214646,12.01610828,0.075868383
"wfl",1,86.5,-0.809394398,12.24173753,0.075814185
"wfl",1,87.5,-0.812636889,12.46815824,0.075788413
"wfl",1,88.5,-0.822186712,12.69567298,0.075792075
"wfl",1,89.5,-0.838354876,12.92458613,0.075826044
"wfl",1,90.5,-0.861449493,13.15520182,0.075891019
"wfl",1,91.5,-0.891773904,13.38782185,0.075987476
"wfl",1,92.5,-0.929617736,13.6227442,0.076115636
"wfl",1,93.5,-0.975268944,13.86025986,0.076275395
"wfl",1,94.5,-1.028990493,14.10065234,0.076466299
"wfl",1,95.5,-1.091024455,14.34419522,0.076687482
"wfl",1,96.5,-1.161574946,14.59115139,0.076937631
"wfl",1,97.5,-1.240820737,14.84177007,0.077214912
"wfl",1,98.5,-1.328879402,15.0962879,0.077516968
"wfl",1,99.5,-1.425809463,15.35492729,0.077840877
"wfl",1,100.5,-1.531575592,15.61789822,0.078183177
"wfl",1,101.5,-1.646081976,15.88539464,0.078539804
"wfl",1,102.5,-1.769082483,16.15760201,0.078906277
"wfl",2,45,0.666839915,2.305396985,0.168969897
"wfl",2,45.5,0.699616404,2.403256702,0.157654766
"wfl",2,46.5,0.747915684,2.606020484,0.139389663
"wfl",2,47.5,0.751754737,2.817114082,0.125837223
"wfl",2,48.5,0.691329975,3.035356101,0.115888948
"wfl",2,49.5,0.559107556,3.259693318,0.108648608
"wfl",2,50.5,0.361549127,3.48922017,0.103402703
"wfl",2,51.5,0.116436203,3.723195489,0.099599651
"wfl",2,52.5,-0.152509094,3.961034945,0.096830356
"wfl",2,53.5,-0.421478627,4.202270022,0.09480477
"wfl",2,54.5,-0.671388289,4.446476028,0.093323068
"wfl",2,55.5,-0.889973526,4.693220151,0.092246459
"wfl",2,56.5,-1.071844454,4.942029343,0.091473166
"wfl",2,57.5,-1.216671445,5.192403337,0.090923715
"wfl",2,58.5,-1.327360462,5.443830096,0.090532906
"wfl",2,59.5,-1.408261687,5.69581328,0.090246768
"wfl",2,60.5,-1.464051065,5.947889759,0.090021128
"wfl",2,61.5,-1.499105627,6.199640267,0.089820688
"wfl",2,62.5,-1.517197913,6.450695818,0.089618171
"wfl",2,63.5,-1.521479703,6.700736725,0.089393174
"wfl",2,64.5,-1.514481331,6.949493534,0.089131254
"wfl",2,65.5,-1.498204976,7.196744733,0.088822943
"wfl",2,66.5,-1.474231858,7.442313819,0.088462854
"wfl",2,67.5,-1.443808911,7.686067039,0.088048963
"wfl",2,68.5,-1.407959107,7.92790936,0.087581916
"wfl",2,69.5,-1.367521025,8.167783677,0.087064605
"wfl",2,70.5,-1.32324327,8.405666621,0.086501667
"wfl",2,71.5,-1.275834578,8.641566305,0.085899159
"wfl",2,72.5,-1.226014257,8.875519723,0.085264271
"wfl",2,73.5,-1.174555804,9.107590221,0.084605096
"wfl",2,74.5,-1.122323639,9.337865054,0.083930435
"wfl",2,75.5,-1.070302348,9.566453061,0.083249631
"wfl",2,76.5,-1.019617172,9.793482492,0.082572421
"wfl",2,77.5,-0.971544123,10.01909902,0.081908788
"wfl",2,78.5,-0.927495981,10.24346467,0.081268832
"wfl",2,79.5,-0.889046221,10.46675386,0.080662561
"wfl",2,80.5,-0.857844783,10.6891553,0.080099785
"wfl",2,81.5,-0.835600041,10.91086924,0.079589888
"wfl",2,82.5,-0.824007806,11.13210717,0.079141623
"wfl",2,83.5,-0.824673085,11.35309164,0.078762888
"wfl",2,84.5,-0.839021353,11.57405623,0.078460511
"wfl",2,85.5,-0.868191531,11.79524697,0.078240047
"wfl",2,86.5,-0.912987527,12.0169203,0.078105554
"wfl",2,87.5,-0.973732843,12.23934838,0.078059544
"wfl",2,88.5,-1.050238631,12.46281861,0.078102898
"wfl",2,89.5,-1.141750538,12.68763627,0.078234935
"wfl",2,90.5,-1.246935039,12.9141268,0.078453576
"wfl",2,91.5,-1.363881842,13.1426393,0.078755652
"wfl",2,92.5,-1.490235591,13.37354263,0.079137144
"wfl",2,93.5,-1.623204367,13.60723197,0.079593737
"wfl",2,94.5,-1.759750536,13.84412275,0.080121122
"wfl",2,95.5,-1.896722704,14.08464853,0.080715361
"wfl",2,96.5,-2.031079769,14.32925018,0.081372938
"wfl",2,97.5,-2.159985258,14.57837334,0.082090922
"wfl",2,98.5,-2.280992946,14.8324557,0.082866693
"wfl",2,99.5,-2.392125361,15.09192012,0.083697706
"wfl",2,100.5,-2.491985117,15.35716167,0.08458092
"wfl",2,101.5,-2.579688446,15.62854849,0.085512655
"wfl",2,102.5,-2.654922113,15.90640903,0.086487929
"hca",1,0,4.427825037,35.81366835,0.052172542
"hca",1,0.5,4.310927464,37.19361054,0.047259148
"hca",1,1.5,3.869576802,39.20742929,0.040947903
"hca",1,2.5,3.305593039,40.65233195,0.037027722
"hca",1,3.5,2.720590297,41.76516959,0.034364245
"hca",1,4.5,2.16804824,42.66116148,0.032462175
"hca",1,5.5,1.675465689,43.40488731,0.031064702
"hca",1,6.5,1.255160322,44.03609923,0.03002267
"hca",1,7.5,0.91054114,44.58096912,0.029242173
"hca",1,8.5,0.639510474,45.05761215,0.028660454
"hca",1,9.5,0.436978864,45.4790756,0.0282336
"hca",1,10.5,0.296275856,45.85505706,0.027929764
"hca",1,11.5,0.210107251,46.19295427,0.027725179
"hca",1,12.5,0.171147024,46.49853438,0.027601686
"hca",1,13.5,0.172393886,46.77637684,0.027545148
"hca",1,14.5,0.207371541,47.03017599,0.027544382
"hca",1,15.5,0.270226126,47.2629533,0.027590417
"hca",1,16.5,0.355757274,47.47720989,0.02767598
"hca",1,17.5,0.459407627,47.67503833,0.027795115
"hca",1,18.5,0.577227615,47.85820606,0.0279429
"hca",1,19.5,0.705826778,48.02821867,0.028115241
"hca",1,20.5,0.842319055,48.18636864,0.028308707
"hca",1,21.5,0.984266833,48.3337732,0.028520407
"hca",1,22.5,1.129626698,48.47140432,0.028747896
"hca",1,23.5,1.276691223,48.60011223,0.028989089
"hca",1,24.5,1.424084853,48.72064621,0.029242207
"hca",1,25.5,1.570621291,48.83366629,0.029505723
"hca",1,26.5,1.715393998,48.93976089,0.029778323
"hca",1,27.5,1.857652984,49.03945383,0.030058871
"hca",1,28.5,1.996810563,49.13321432,0.030346384
"hca",1,29.5,2.132411346,49.22146409,0.030640006
"hca",1,30.5,2.264111009,49.30458348,0.030938992
"hca",1,31.5,2.391658052,49.38291658,0.031242693
"hca",1,32.5,2.514878222,49.45677569,0.031550537
"hca",1,33.5,2.633661226,49.526445,0.031862026
"hca",1,34.5,2.747949445,49.59218385,0.03217672
"hca",1,35.5,2.857728375,49.65422952,0.032494231
"hca",2,0,-1.298749689,34.7115617,0.046905108
"hca",2,0.5,-1.440271514,36.03453876,0.042999604
"hca",2,1.5,-1.581016348,37.97671987,0.038067862
"hca",2,2.5,-1.593136386,39.3801263,0.035079612
"hca",2,3.5,-1.521492427,40.46773733,0.033096443
"hca",2,4.5,-1.394565915,41.34841008,0.03170963
"hca",2,5.5,-1.231713389,42.0833507,0.030709039
"hca",2,6.5,-1.046582628,42.71033603,0.029974303
"hca",2,7.5,-0.848932692,43.25428882,0.029430992
"hca",2,8.5,-0.645779124,43.73249646,0.029030379
"hca",2,9.5,-0.442165412,44.15742837,0.028739112
"hca",2,10.5,-0.24163206,44.53836794,0.028533537
"hca",2,11.5,-0.046673786,44.88240562,0.028396382
"hca",2,12.5,0.141031094,45.19507651,0.028314722
"hca",2,13.5,0.320403169,45.48078147,0.028278682
"hca",2,14.5,0.490807133,45.74307527,0.028280585
"hca",2,15.5,0.65193505,45.98486901,0.028314363
"hca",2,16.5,0.803718086,46.20857558,0.028375159
"hca",2,17.5,0.946259679,46.41621635,0.028459033
"hca",2,18.5,1.079784984,46.60950084,0.028562759
"hca",2,19.5,1.204602687,46.78988722,0.028683666
"hca",2,20.5,1.321076285,46.95862881,0.028819525
"hca",2,21.5,1.429602576,47.11681039,0.028968459
"hca",2,22.5,1.530595677,47.26537682,0.029128879
"hca",2,23.5,1.624475262,47.40515585,0.029299426
"hca",2,24.5,1.71165803,47.53687649,0.029478937
"hca",2,25.5,1.792551616,47.66118396,0.029666406
"hca",2,26.5,1.867550375,47.77865186,0.02986096
"hca",2,27.5,1.93703258,47.8897923,0.030061839
"hca",2,28.5,2.001358669,47.99506422,0.030268375
"hca",2,29.5,2.060870301,48.09488048,0.030479985
"hca",2,30.5,2.115889982,48.18961365,0.03069615
"hca",2,31.5,2.16672113,48.2796011,0.030916413
"hca",2,32.5,2.21364844,48.36514917,0.031140368
"hca",2,33.5,2.256943216,48.44653703,0.031367651
"hca",2,34.5,2.296844024,48.52401894,0.031597939
"hca",2,35.5,2.333589434,48.59782828,0.031830942
"hfa",1,23.5,0.875839864,86.04279268,0.04024743
"hfa",1,24.5,1.00720807,86.86160934,0.040395626
"hfa",1,25.5,0.837251351,87.65247282,0.040577525
"hfa",1,26.5,0.681492975,88.42326434,0.040723122
"hfa",1,27.5,0.538779654,89.17549228,0.040833194
"hfa",1,28.5,0.407697153,89.91040853,0.040909059
"hfa",1,29.5,0.286762453,90.62907762,0.040952433
"hfa",1,30.5,0.174489485,91.33242379,0.04096533
"hfa",1,31.5,0.069444521,92.02127167,0.040949976
"hfa",1,32.5,-0.029720564,92.69637946,0.040908737
"hfa",1,33.5,-0.124251789,93.35846546,0.040844062
"hfa",1,34.5,-0.215288396,94.00822923,0.040758431
"hfa",1,35.5,-0.30385434,94.64636981,0.040654312
"hfa",1,36.5,-0.390918369,95.27359106,0.04053412
"hfa",1,37.5,-0.254801167,95.91474929,0.040572876
"hfa",1,38.5,-0.125654535,96.54734328,0.04061691
"hfa",1,39.5,-0.00316735,97.17191309,0.040666414
"hfa",1,40.5,0.11291221,97.78897727,0.040721467
"hfa",1,41.5,0.222754969,98.3990283,0.040782045
"hfa",1,42.5,0.326530126,99.00254338,0.040848042
"hfa",1,43.5,0.42436156,99.599977,0.040919281
"hfa",1,44.5,0.516353108,100.191764,0.040995524
"hfa",1,45.5,0.602595306,100.7783198,0.041076485
"hfa",1,46.5,0.683170764,101.3600411,0.041161838
"hfa",1,47.5,0.758158406,101.9373058,0.041251224
"hfa",1,48.5,0.827636736,102.5104735,0.041344257
"hfa",1,49.5,0.891686306,103.0798852,0.041440534
"hfa",1,50.5,0.95039153,103.645864,0.041539635
"hfa",1,51.5,1.003830006,104.208713,0.041641136
"hfa",1,52.5,1.05213569,104.7687256,0.041744602
"hfa",1,53.5,1.0953669,105.3261638,0.041849607
"hfa",1,54.5,1.133652119,105.8812823,0.041955723
"hfa",1,55.5,1.167104213,106.4343146,0.042062532
"hfa",1,56.5,1.195845353,106.9854769,0.042169628
"hfa",1,57.5,1.220004233,107.534968,0.042276619
"hfa",1,58.5,1.239715856,108.0829695,0.042383129
"hfa",1,59.5,1.255121285,108.6296457,0.042488804
"hfa",1,60.5,1.266367398,109.1751441,0.042593311
"hfa",1,61.5,1.273606657,109.7195954,0.042696342
"hfa",1,62.5,1.276996893,110.2631136,0.042797615
"hfa",1,63.5,1.276701119,110.8057967,0.042896877
"hfa",1,64.5,1.272887366,111.3477265,0.042993904
"hfa",1,65.5,1.265728536,111.8889694,0.043088503
"hfa",1,66.5,1.255402281,112.4295761,0.043180513
"hfa",1,67.5,1.242090871,112.9695827,0.043269806
"hfa",1,68.5,1.225981067,113.5090108,0.043356287
"hfa",1,69.5,1.207263978,114.0478678,0.043439893
"hfa",1,70.5,1.186140222,114.5861486,0.043520597
"hfa",1,71.5,1.162796198,115.1238315,0.043598407
"hfa",1,72.5,1.137442868,115.6608862,0.043673359
"hfa",1,73.5,1.110286487,116.1972691,0.043745523
"hfa",1,74.5,1.081536236,116.732925,0.043815003
"hfa",1,75.5,1.05140374,117.2677879,0.043881929
"hfa",1,76.5,1.020102497,117.8017819,0.043946461
"hfa",1,77.5,0.987847213,118.3348215,0.044008785
"hfa",1,78.5,0.954853043,118.8668123,0.044069112
"hfa",1,79.5,0.921334742,119.397652,0.044127675
"hfa",1,80.5,0.887505723,119.9272309,0.044184725
"hfa",1,81.5,0.85357703,120.455433,0.044240532
"hfa",1,82.5,0.819756239,120.9821362,0.044295379
"hfa",1,83.5,0.786246296,121.5072136,0.044349559
"hfa",1,84.5,0.753244292,122.0305342,0.044403374
"hfa",1,85.5,0.720940222,122.5519634,0.04445713
"hfa",1,86.5,0.689515708,123.0713645,0.044511135
"hfa",1,87.5,0.659142731,123.588599,0.044565693
"hfa",1,88.5,0.629997853,124.1035312,0.044621104
"hfa",1,89.5,0.602203984,124.6160161,0.044677662
"hfa",1,90.5,0.575908038,125.1259182,0.044735646
"hfa",1,91.5,0.55123134,125.6331012,0.044795322
"hfa",1,92.5,0.528279901,126.1374319,0.044856941
"hfa",1,93.5,0.507143576,126.6387804,0.04492073
"hfa",1,94.5,0.487895344,127.1370217,0.044986899
"hfa",1,95.5,0.470590753,127.6320362,0.045055632
"hfa",1,96.5,0.455267507,128.1237104,0.045127088
"hfa",1,97.5,0.441945241,128.6119383,0.045201399
"hfa",1,98.5,0.430625458,129.096622,0.045278671
"hfa",1,99.5,0.421291648,129.5776723,0.045358979
"hfa",1,100.5,0.413909588,130.0550101,0.045442372
"hfa",1,101.5,0.408427813,130.5285669,0.045528869
"hfa",1,102.5,0.404778262,130.9982857,0.045618459
"hfa",1,103.5,0.402877077,131.4641218,0.045711105
"hfa",1,104.5,0.402625561,131.9260439,0.045806742
"hfa",1,105.5,0.40391127,132.3840348,0.045905281
"hfa",1,106.5,0.406609232,132.838092,0.046006604
"hfa",1,107.5,0.410583274,133.2882291,0.046110573
"hfa",1,108.5,0.415687443,133.7344759,0.046217028
"hfa",1,109.5,0.421767514,134.1768801,0.04632579
"hfa",1,110.5,0.428662551,134.6155076,0.046436662
"hfa",1,111.5,0.436206531,135.0504433,0.04654943
"hfa",1,112.5,0.44423,135.4817925,0.046663871
"hfa",1,113.5,0.45256176,135.9096813,0.046779748
"hfa",1,114.5,0.461030578,136.3342577,0.046896817
"hfa",1,115.5,0.469466904,136.7556923,0.047014827
"hfa",1,116.5,0.477704608,137.1741794,0.047133525
"hfa",1,117.5,0.48558272,137.5899378,0.047252654
"hfa",1,118.5,0.492947182,138.0032114,0.047371961
"hfa",1,119.5,0.499652617,138.4142703,0.047491194
"hfa",1,120.5,0.505564115,138.8234114,0.047610108
"hfa",1,121.5,0.510559047,139.2309592,0.047728463
"hfa",1,122.5,0.514528903,139.6372663,0.04784603
"hfa",1,123.5,0.517381177,140.042714,0.047962592
"hfa",1,124.5,0.519041285,140.4477127,0.048077942
"hfa",1,125.5,0.519454524,140.8527022,0.048191889
"hfa",1,126.5,0.518588072,141.2581515,0.048304259
"hfa",1,127.5,0.516433004,141.6645592,0.048414893
"hfa",1,128.5,0.513006312,142.072452,0.048523648
"hfa",1,129.5,0.508352901,142.4823852,0.048630402
"hfa",1,130.5,0.502547502,142.8949403,0.04873505
"hfa",1,131.5,0.495696454,143.3107241,0.048837504
"hfa",1,132.5,0.487939275,143.7303663,0.048937694
"hfa",1,133.5,0.479449924,144.1545167,0.049035564
"hfa",1,134.5,0.470437652,144.5838414,0.049131073
"hfa",1,135.5,0.461147305,145.0190192,0.049224189
"hfa",1,136.5,0.451858946,145.4607359,0.049314887
"hfa",1,137.5,0.442886661,145.9096784,0.049403145
"hfa",1,138.5,0.434576385,146.3665278,0.049488934
"hfa",1,139.5,0.427302633,146.8319513,0.049572216
"hfa",1,140.5,0.421464027,147.3065929,0.049652935
"hfa",1,141.5,0.417477538,147.7910635,0.049731004
"hfa",1,142.5,0.415771438,148.2859294,0.0498063
"hfa",1,143.5,0.416777012,148.7917006,0.04987865
"hfa",1,144.5,0.420919142,149.3088178,0.049947823
"hfa",1,145.5,0.428606007,149.8376391,0.050013518
"hfa",1,146.5,0.440218167,150.3784267,0.050075353
"hfa",1,147.5,0.456097443,150.9313331,0.050132858
"hfa",1,148.5,0.476536014,151.4963887,0.050185471
"hfa",1,149.5,0.501766234,152.0734897,0.050232532
"hfa",1,150.5,0.531951655,152.6623878,0.050273285
"hfa",1,151.5,0.567179725,153.2626819,0.050306885
"hfa",1,152.5,0.607456565,153.8738124,0.050332406
"hfa",1,153.5,0.652704121,154.495058,0.05034886
"hfa",1,154.5,0.702759868,155.1255365,0.050355216
"hfa",1,155.5,0.757379106,155.7642086,0.050350423
"hfa",1,156.5,0.816239713,156.4098858,0.050333444
"hfa",1,157.5,0.878947416,157.0612415,0.050303283
"hfa",1,158.5,0.945053486,157.7168289,0.050259018
"hfa",1,159.5,1.014046108,158.3750929,0.050199837
"hfa",1,160.5,1.085383319,159.034399,0.050125062
"hfa",1,161.5,1.158487278,159.6930501,0.05003418
"hfa",1,162.5,1.232768816,160.3493168,0.049926861
"hfa",1,163.5,1.307628899,161.0014586,0.049802977
"hfa",1,164.5,1.382473225,161.6477515,0.04966261
"hfa",1,165.5,1.456720479,162.2865119,0.049506051
"hfa",1,166.5,1.529810247,162.9161202,0.049333801
"hfa",1,167.5,1.601219573,163.535045,0.049146553
"hfa",1,168.5,1.670433444,164.1418486,0.04894519
"hfa",1,169.5,1.736995571,164.7352199,0.048730749
"hfa",1,170.5,1.800483802,165.3139755,0.048504404
"hfa",1,171.5,1.860518777,165.8770715,0.048267442
"hfa",1,172.5,1.916765525,166.4236087,0.04802123
"hfa",1,173.5,1.968934444,166.9528354,0.047767192
"hfa",1,174.5,2.016781776,167.4641466,0.047506783
"hfa",1,175.5,2.060109658,167.9570814,0.047241456
"hfa",1,176.5,2.098765817,168.4313175,0.04697265
"hfa",1,177.5,2.132642948,168.8866644,0.046701759
"hfa",1,178.5,2.16167779,169.3230548,0.046430122
"hfa",1,179.5,2.185849904,169.7405351,0.046159004
"hfa",1,180.5,2.205180153,170.139255,0.045889585
"hfa",1,181.5,2.219728869,170.5194567,0.045622955
"hfa",1,182.5,2.2295937,170.881464,0.045360101
"hfa",1,183.5,2.234907144,171.2256717,0.045101913
"hfa",1,184.5,2.235833767,171.5525345,0.044849174
"hfa",1,185.5,2.232567138,171.8625576,0.044602566
"hfa",1,186.5,2.2253265,172.1562865,0.044362674
"hfa",1,187.5,2.214353232,172.4342983,0.044129985
"hfa",1,188.5,2.199905902,172.6971935,0.043904897
"hfa",1,189.5,2.182262864,172.9455898,0.043687723
"hfa",1,190.5,2.161704969,173.180112,0.043478698
"hfa",1,191.5,2.138524662,173.4013896,0.043277987
"hfa",1,192.5,2.113023423,173.6100518,0.043085685
"hfa",1,193.5,2.085490286,173.8067179,0.042901835
"hfa",1,194.5,2.0562195,173.9919998,0.042726424
"hfa",1,195.5,2.025496648,174.1664951,0.042559396
"hfa",1,196.5,1.993598182,174.3307855,0.042400652
"hfa",1,197.5,1.960789092,174.4854344,0.042250063
"hfa",1,198.5,1.927320937,174.6309856,0.042107465
"hfa",1,199.5,1.89343024,174.7679617,0.041972676
"hfa",1,200.5,1.859337259,174.8968634,0.041845488
"hfa",1,201.5,1.825245107,175.0181691,0.041725679
"hfa",1,202.5,1.791339209,175.1323345,0.041613015
"hfa",1,203.5,1.757787065,175.2397926,0.041507249
"hfa",1,204.5,1.724738292,175.340954,0.041408129
"hfa",1,205.5,1.692324905,175.4362071,0.041315398
"hfa",1,206.5,1.660661815,175.5259191,0.041228796
"hfa",1,207.5,1.629847495,175.6104358,0.04114806
"hfa",1,208.5,1.599964788,175.690083,0.041072931
"hfa",1,209.5,1.571081817,175.7651671,0.04100315
"hfa",1,210.5,1.543252982,175.8359757,0.040938463
"hfa",1,211.5,1.516519998,175.9027788,0.040878617
"hfa",1,212.5,1.490912963,175.9658293,0.040823368
"hfa",1,213.5,1.466451429,176.0253641,0.040772475
"hfa",1,214.5,1.44314546,176.081605,0.040725706
"hfa",1,215.5,1.420996665,176.1347593,0.040682834
"hfa",1,216.5,1.399999187,176.1850208,0.04064364
"hfa",1,217.5,1.380140651,176.2325707,0.040607913
"hfa",1,218.5,1.361403047,176.2775781,0.040575448
"hfa",1,219.5,1.343763564,176.3202008,0.040546051
