"index","sex","given","l","m","s"
"hfa",1,220.5,1.327195355,176.3605864,0.040519532
"hfa",1,221.5,1.311668242,176.3988725,0.040495713
"hfa",1,222.5,1.297149359,176.4351874,0.040474421
"hfa",1,223.5,1.283603728,176.469651,0.040455493
"hfa",1,224.5,1.270994782,176.5023751,0.040438773
"hfa",1,225.5,1.25928483,176.533464,0.040424111
"hfa",1,226.5,1.248435461,176.5630153,0.040411366
"hfa",1,227.5,1.23840791,176.5911197,0.040400405
"hfa",1,228.5,1.229163362,176.6178621,0.040391101
"hfa",1,229.5,1.220663228,176.6433219,0.040383334
"hfa",1,230.5,1.212869374,176.6675729,0.04037699
"hfa",1,231.5,1.20574431,176.6906844,0.040371962
"hfa",1,232.5,1.199251356,176.712721,0.040368149
"hfa",1,233.5,1.19335477,176.733743,0.040365456
"hfa",1,234.5,1.188019859,176.753807,0.040363795
"hfa",1,235.5,1.183213059,176.7729657,0.04036308
"hfa",1,236.5,1.178901998,176.7912687,0.040363233
"hfa",1,237.5,1.175055543,176.8087622,0.040364179
"hfa",1,238.5,1.171643828,176.8254895,0.04036585
"hfa",1,239.5,1.16863827,176.8414914,0.04036818
"hfa",2,23.5,1.093625008,84.55379334,0.040723061
"hfa",2,24.5,1.051272912,85.3973169,0.040859727
"hfa",2,25.5,1.041951175,86.29026318,0.041142161
"hfa",2,26.5,1.012592236,87.15714182,0.041349399
"hfa",2,27.5,0.970541909,87.9960184,0.041500428
"hfa",2,28.5,0.921129988,88.8055115,0.041610508
"hfa",2,29.5,0.868221392,89.58476689,0.041691761
"hfa",2,30.5,0.81454413,90.33341722,0.04175368
"hfa",2,31.5,0.761957977,91.0515436,0.041803562
"hfa",2,32.5,0.711660228,91.7396352,0.041846882
"hfa",2,33.5,0.664323379,92.39854429,0.041887626
"hfa",2,34.5,0.620285102,93.02945392,0.041928568
"hfa",2,35.5,0.57955631,93.63382278,0.041971514
"hfa",2,36.5,0.54198094,94.21335709,0.042017509
"hfa",2,37.5,0.511429832,94.79643239,0.042104522
"hfa",2,38.5,0.482799937,95.37391918,0.042199507
"hfa",2,39.5,0.455521041,95.94692677,0.042300333
"hfa",2,40.5,0.429150288,96.51644912,0.042405225
"hfa",2,41.5,0.403351725,97.08337211,0.042512706
"hfa",2,42.5,0.377878239,97.6484807,0.042621565
"hfa",2,43.5,0.352555862,98.21246579,0.042730809
"hfa",2,44.5,0.327270297,98.77593069,0.042839638
"hfa",2,45.5,0.301955463,99.33939735,0.042947412
"hfa",2,46.5,0.276583851,99.9033122,0.043053626
"hfa",2,47.5,0.251158446,100.4680516,0.043157889
"hfa",2,48.5,0.225705996,101.033927,0.043259907
"hfa",2,49.5,0.20027145,101.6011898,0.043359463
"hfa",2,50.5,0.174913356,102.1700358,0.043456406
"hfa",2,51.5,0.149700081,102.7406094,0.043550638
"hfa",2,52.5,0.12470671,103.3130077,0.043642107
"hfa",2,53.5,0.100012514,103.8872839,0.043730791
"hfa",2,54.5,0.075698881,104.4634511,0.043816701
"hfa",2,55.5,0.051847635,105.0414853,0.043899867
"hfa",2,56.5,0.02853967,105.6213287,0.043980337
"hfa",2,57.5,0.005853853,106.2028921,0.044058171
"hfa",2,58.5,-0.016133871,106.7860583,0.04413344
"hfa",2,59.5,-0.037351181,107.3706841,0.044206218
"hfa",2,60.5,-0.057729947,107.9566031,0.044276588
"hfa",2,61.5,-0.077206672,108.5436278,0.044344632
"hfa",2,62.5,-0.09572283,109.1315521,0.044410436
"hfa",2,63.5,-0.113225128,109.7201531,0.044474084
"hfa",2,64.5,-0.129665689,110.3091934,0.044535662
"hfa",2,65.5,-0.145002179,110.8984228,0.044595254
"hfa",2,66.5,-0.159197885,111.4875806,0.044652942
"hfa",2,67.5,-0.172221748,112.0763967,0.044708809
"hfa",2,68.5,-0.184048358,112.6645943,0.044762936
"hfa",2,69.5,-0.194660215,113.2518902,0.044815402
"hfa",2,70.5,-0.204030559,113.8380006,0.044866288
"hfa",2,71.5,-0.212174408,114.4226317,0.044915672
"hfa",2,72.5,-0.219069129,115.0054978,0.044963636
"hfa",2,73.5,-0.224722166,115.5863089,0.045010259
"hfa",2,74.5,-0.229140412,116.1647782,0.045055624
"hfa",2,75.5,-0.232335686,116.7406221,0.045099817
"hfa",2,76.5,-0.234324563,117.3135622,0.045142924
"hfa",2,77.5,-0.235128195,117.8833259,0.045185036
"hfa",2,78.5,-0.234772114,118.4496481,0.045226249
"hfa",2,79.5,-0.233286033,119.0122722,0.045266662
"hfa",2,80.5,-0.230703633,119.5709513,0.045306383
"hfa",2,81.5,-0.227062344,120.1254495,0.045345524
"hfa",2,82.5,-0.222403111,120.6755427,0.045384203
"hfa",2,83.5,-0.216770161,121.22102,0.045422551
"hfa",2,84.5,-0.210210748,121.7616844,0.045460702
"hfa",2,85.5,-0.202774891,122.2973542,0.045498803
"hfa",2,86.5,-0.194515104,122.827864,0.045537012
"hfa",2,87.5,-0.185486099,123.3530652,0.045575495
"hfa",2,88.5,-0.175744476,123.8728276,0.045614432
"hfa",2,89.5,-0.165348396,124.38704,0.045654016
"hfa",2,90.5,-0.15435722,124.8956114,0.04569445
"hfa",2,91.5,-0.142831123,125.398472,0.045735953
"hfa",2,92.5,-0.130830669,125.895574,0.045778759
"hfa",2,93.5,-0.118416354,126.3868929,0.045823114
"hfa",2,94.5,-0.105648092,126.8724284,0.04586928
"hfa",2,95.5,-0.092584657,127.3522056,0.045917535
"hfa",2,96.5,-0.079283065,127.8262759,0.045968169
"hfa",2,97.5,-0.065797888,128.2947187,0.04602149
"hfa",2,98.5,-0.0521805,128.757642,0.046077818
"hfa",2,99.5,-0.03847825,129.2151839,0.046137487
"hfa",2,100.5,-0.024733545,129.6675143,0.046200842
"hfa",2,101.5,-0.010982868,130.1148354,0.04626824
"hfa",2,102.5,0.002744306,130.5573839,0.046340046
"hfa",2,103.5,0.016426655,130.995432,0.046416629
"hfa",2,104.5,0.030052231,131.4292887,0.046498361
"hfa",2,105.5,0.043619747,131.8593015,0.046585611
"hfa",2,106.5,0.05713988,132.2858574,0.046678741
"hfa",2,107.5,0.070636605,132.7093845,0.046778099
"hfa",2,108.5,0.08414848,133.1303527,0.04688401
"hfa",2,109.5,0.097729873,133.5492749,0.046996769
"hfa",2,110.5,0.111452039,133.9667073,0.047116633
"hfa",2,111.5,0.125404005,134.3832499,0.047243801
"hfa",2,112.5,0.13969316,134.7995463,0.047378413
"hfa",2,113.5,0.154445482,135.2162826,0.047520521
"hfa",2,114.5,0.169805275,135.634186,0.047670085
"hfa",2,115.5,0.185934346,136.0540223,0.047826946
"hfa",2,116.5,0.203010488,136.4765925,0.04799081
"hfa",2,117.5,0.2212252,136.9027281,0.048161228
"hfa",2,118.5,0.240780542,137.3332846,0.04833757
"hfa",2,119.5,0.261885086,137.7691339,0.048519011
"hfa",2,120.5,0.284748919,138.2111552,0.048704503
"hfa",2,121.5,0.309577733,138.6602228,0.048892759
"hfa",2,122.5,0.336566048,139.1171933,0.049082239
"hfa",2,123.5,0.365889711,139.5828898,0.049271137
"hfa",2,124.5,0.397699038,140.0580848,0.049457371
"hfa",2,125.5,0.432104409,140.5434787,0.049638596
"hfa",2,126.5,0.46917993,141.0396832,0.049812203
"hfa",2,127.5,0.508943272,141.5471945,0.049975355
"hfa",2,128.5,0.551354277,142.0663731,0.050125012
"hfa",2,129.5,0.596307363,142.59742,0.050257992
"hfa",2,130.5,0.643626542,143.1403553,0.050371024
"hfa",2,131.5,0.693062173,143.6949981,0.050460835
"hfa",2,132.5,0.744289752,144.2609497,0.050524236
"hfa",2,133.5,0.79691098,144.8375809,0.050558224
"hfa",2,134.5,0.85045728,145.4240246,0.050560083
"hfa",2,135.5,0.904395871,146.0191748,0.050527494
"hfa",2,136.5,0.958138449,146.621692,0.050458634
"hfa",2,137.5,1.011054559,147.2300177,0.050352269
"hfa",2,138.5,1.062474568,147.8423918,0.050207825
"hfa",2,139.5,1.111727029,148.4568879,0.050025434
"hfa",2,140.5,1.158135105,149.0714413,0.049805967
"hfa",2,141.5,1.201050821,149.6838943,0.049551023
"hfa",2,142.5,1.239852328,150.2920328,0.049262895
"hfa",2,143.5,1.274006058,150.8936469,0.048944504
"hfa",2,144.5,1.303044695,151.4865636,0.048599314
"hfa",2,145.5,1.326605954,152.0686985,0.048231224
"hfa",2,146.5,1.344443447,152.6380955,0.047844442
"hfa",2,147.5,1.356437773,153.1929631,0.047443362
"hfa",2,148.5,1.362602695,153.7317031,0.04703243
"hfa",2,149.5,1.363085725,154.2529332,0.046616026
"hfa",2,150.5,1.358162799,154.755501,0.046198356
"hfa",2,151.5,1.348227142,155.2384904,0.04578335
"hfa",2,152.5,1.333772923,155.7012216,0.045374597
"hfa",2,153.5,1.315374704,156.1432438,0.044975281
"hfa",2,154.5,1.293664024,156.564323,0.044588148
"hfa",2,155.5,1.269304678,156.9644258,0.044215488
"hfa",2,156.5,1.242968236,157.3436995,0.043859135
"hfa",2,157.5,1.21531127,157.7024507,0.04352048
"hfa",2,158.5,1.186955477,158.0411233,0.043200497
"hfa",2,159.5,1.158471522,158.3602756,0.042899776
"hfa",2,160.5,1.130367088,158.6605588,0.042618565
"hfa",2,161.5,1.103079209,158.9426964,0.042356812
"hfa",2,162.5,1.076970655,159.2074654,0.042114211
"hfa",2,163.5,1.052329922,159.455679,0.041890247
"hfa",2,164.5,1.029374161,159.688172,0.04168424
"hfa",2,165.5,1.008254396,159.9057871,0.041495379
"hfa",2,166.5,0.989062282,160.1093647,0.041322765
"hfa",2,167.5,0.971837799,160.299733,0.041165437
"hfa",2,168.5,0.95657215,160.4776996,0.041022401
"hfa",2,169.5,0.94324228,160.6440526,0.040892651
"hfa",2,170.5,0.931767062,160.7995428,0.040775193
"hfa",2,171.5,0.922058291,160.9448916,0.040669052
"hfa",2,172.5,0.914012643,161.0807857,0.040573288
"hfa",2,173.5,0.907516917,161.2078755,0.040487005
"hfa",2,174.5,0.902452436,161.3267744,0.040409354
"hfa",2,175.5,0.898698641,161.4380593,0.040339537
"hfa",2,176.5,0.896143482,161.5422726,0.040276811
"hfa",2,177.5,0.894659668,161.639917,0.040220488
"hfa",2,178.5,0.89413892,161.7314645,0.040169932
"hfa",2,179.5,0.894475371,161.8173534,0.040124562
"hfa",2,180.5,0.895569834,161.8979913,0.040083845
"hfa",2,181.5,0.897330209,161.9737558,0.040047295
"hfa",2,182.5,0.899671635,162.0449969,0.040014473
"hfa",2,183.5,0.902516442,162.1120386,0.03998498
"hfa",2,184.5,0.905793969,162.17518,0.039958458
"hfa",2,185.5,0.909440266,162.2346979,0.039934584
"hfa",2,186.5,0.913397733,162.2908474,0.039913066
"hfa",2,187.5,0.91761471,162.343864,0.039893644
"hfa",2,188.5,0.922045055,162.3939652,0.039876087
"hfa",2,189.5,0.926647697,162.4413513,0.039860185
"hfa",2,190.5,0.931386217,162.4862071,0.039845754
"hfa",2,191.5,0.93622842,162.5287029,0.039832629
"hfa",2,192.5,0.941145943,162.5689958,0.039820663
"hfa",2,193.5,0.94611388,162.6072309,0.039809725
"hfa",2,194.5,0.95111043,162.6435418,0.0397997
"hfa",2,195.5,0.956116576,162.6780519,0.039790485
"hfa",2,196.5,0.961115792,162.7108751,0.039781991
"hfa",2,197.5,0.966093766,162.7421168,0.039774136
"hfa",2,198.5,0.971038162,162.7718741,0.03976685
"hfa",2,199.5,0.975938391,162.8002371,0.03976007
"hfa",2,200.5,0.980785418,162.8272889,0.039753741
"hfa",2,201.5,0.985571579,162.8531067,0.039747815
"hfa",2,202.5,0.99029042,162.8777619,0.039742249
"hfa",2,203.5,0.994936555,162.9013208,0.039737004
"hfa",2,204.5,0.999505539,162.9238449,0.039732048
"hfa",2,205.5,1.003993753,162.9453912,0.039727352
"hfa",2,206.5,1.0083983,162.9660131,0.03972289
"hfa",2,207.5,1.012716921,162.9857599,0.03971864
"hfa",2,208.5,1.016947912,163.0046776,0.039714581
"hfa",2,209.5,1.021090055,163.0228094,0.039710697
"hfa",2,210.5,1.025142554,163.0401953,0.039706971
"hfa",2,211.5,1.029104983,163.0568727,0.039703391
"hfa",2,212.5,1.032977233,163.0728768,0.039699945
"hfa",2,213.5,1.036759475,163.0882404,0.039696623
"hfa",2,214.5,1.040452117,163.1029943,0.039693415
"hfa",2,215.5,1.044055774,163.1171673,0.039690313
"hfa",2,216.5,1.047571238,163.1307866,0.039687311
"hfa",2,217.5,1.050999451,163.1438776,0.039684402
"hfa",2,218.5,1.054341482,163.1564644,0.039681581
"hfa",2,219.5,1.057598512,163.1685697,0.039678842
"hfa",2,220.5,1.060771808,163.1802146,0.039676182
"hfa",2,221.5,1.063862715,163.1914194,0.039673596
"hfa",2,222.5,1.066872639,163.202203,0.039671082
"hfa",2,223.5,1.069803036,163.2125835,0.039668635
"hfa",2,224.5,1.072655401,163.2225779,0.039666254
"hfa",2,225.5,1.075431258,163.2322024,0.039663936
"hfa",2,226.5,1.078132156,163.2414722,0.039661679
"hfa",2,227.5,1.080759655,163.2504019,0.039659481
"hfa",2,228.5,1.083315329,163.2590052,0.039657339
"hfa",2,229.5,1.085800751,163.2672954,0.039655252
"hfa",2,230.5,1.088217496,163.2752848,0.039653218
"hfa",2,231.5,1.090567133,163.2829854,0.039651237
"hfa",2,232.5,1.092851222,163.2904086,0.039649306
"hfa",2,233.5,1.095071313,163.297565,0.039647424
"hfa",2,234.5,1.097228939,163.304465,0.039645591
"hfa",2,235.5,1.099325619,163.3111185,0.039643804
"hfa",2,236.5,1.101362852,163.3175349,0.039642063
"hfa",2,237.5,1.103342119,163.3237231,0.039640367
"hfa",2,238.5,1.105264876,163.3296918,0.039638715
"hfa",2,239.5,1.107132561,163.3354491,0.039637105
"bfa",1,23.5,-2.039988545,16.60228049,0.081057501
"bfa",1,24.5,-1.982373595,16.54777487,0.080127429
"bfa",1,25.5,-1.924100169,16.49442763,0.079233994
"bfa",1,26.5,-1.86549793,16.44259552,0.078389356
"bfa",1,27.5,-1.807261899,16.3922434,0.077593501
"bfa",1,28.5,-1.750118905,16.34333654,0.076846462
"bfa",1,29.5,-1.69481584,16.29584097,0.076148308
"bfa",1,30.5,-1.642106779,16.24972371,0.075499126
"bfa",1,31.5,-1.592744414,16.20495268,0.074898994
"bfa",1,32.5,-1.547442391,16.16149871,0.074347997
"bfa",1,33.5,-1.506902601,16.11933258,0.073846139
"bfa",1,34.5,-1.471770047,16.07842758,0.07339337
"bfa",1,35.5,-1.442628957,16.03875896,0.072989551
"bfa",1,36.5,-1.419991255,16.00030401,0.072634432
"bfa",1,37.5,-1.404277619,15.96304277,0.072327649
"bfa",1,38.5,-1.39586317,15.92695418,0.07206864
"bfa",1,39.5,-1.394935252,15.89202582,0.071856805
"bfa",1,40.5,-1.401671596,15.85824093,0.071691278
"bfa",1,41.5,-1.416100312,15.82558822,0.071571093
"bfa",1,42.5,-1.438164899,15.79405728,0.071495113
"bfa",1,43.5,-1.467669032,15.76364255,0.071462106
"bfa",1,44.5,-1.504376347,15.73433668,0.071470646
"bfa",1,45.5,-1.547942838,15.70613566,0.071519218
"bfa",1,46.5,-1.597896397,15.67904062,0.071606277
"bfa",1,47.5,-1.653732283,15.65305192,0.071730167
"bfa",1,48.5,-1.714869347,15.62817269,0.071889214
"bfa",1,49.5,-1.780673181,15.604408,0.072081737
"bfa",1,50.5,-1.850468473,15.58176458,0.072306081
"bfa",1,51.5,-1.923551865,15.56025067,0.072560637
"bfa",1,52.5,-1.999220429,15.5398746,0.07284384
"bfa",1,53.5,-2.076707178,15.52064993,0.073154324
"bfa",1,54.5,-2.155348017,15.50258427,0.073490667
"bfa",1,55.5,-2.234438552,15.48568973,0.073851672
"bfa",1,56.5,-2.313321723,15.46997718,0.074236235
"bfa",1,57.5,-2.391381273,15.45545692,0.074643374
"bfa",1,58.5,-2.468032491,15.44213961,0.075072264
"bfa",1,59.5,-2.542781541,15.43003207,0.075522104
"bfa",1,60.5,-2.61516595,15.41914163,0.07599225
"bfa",1,61.5,-2.684789516,15.40947356,0.076482128
"bfa",1,62.5,-2.751316949,15.40103139,0.076991232
"bfa",1,63.5,-2.81445945,15.39381785,0.077519149
"bfa",1,64.5,-2.87402476,15.38783094,0.07806539
"bfa",1,65.5,-2.92984048,15.38306945,0.078629592
"bfa",1,66.5,-2.981796828,15.37952958,0.079211369
"bfa",1,67.5,-3.029831343,15.37720582,0.079810334
"bfa",1,68.5,-3.073924224,15.37609107,0.080426086
"bfa",1,69.5,-3.114093476,15.37617677,0.081058206
"bfa",1,70.5,-3.15039004,15.37745304,0.081706249
"bfa",1,71.5,-3.182893018,15.37990886,0.082369741
"bfa",1,72.5,-3.21170511,15.38353217,0.083048178
"bfa",1,73.5,-3.23694834,15.38831005,0.083741021
"bfa",1,74.5,-3.25876011,15.39422883,0.0844477
"bfa",1,75.5,-3.277281546,15.40127496,0.085167651
"bfa",1,76.5,-3.292683774,15.40943252,0.085900184
"bfa",1,77.5,-3.305124073,15.41868691,0.086644667
"bfa",1,78.5,-3.314768951,15.42902273,0.087400421
"bfa",1,79.5,-3.321785992,15.44042439,0.088166744
"bfa",1,80.5,-3.326345795,15.45287581,0.088942897
"bfa",1,81.5,-3.328602731,15.46636218,0.089728202
"bfa",1,82.5,-3.328725277,15.48086704,0.090521875
"bfa",1,83.5,-3.32687018,15.49637465,0.091323162
"bfa",1,84.5,-3.323188896,15.51286936,0.092131305
"bfa",1,85.5,-3.317827016,15.53033563,0.092945544
"bfa",1,86.5,-3.310923871,15.54875807,0.093765118
"bfa",1,87.5,-3.302612272,15.56812143,0.09458927
"bfa",1,88.5,-3.293018361,15.58841065,0.095417247
"bfa",1,89.5,-3.282260813,15.60961101,0.096248301
"bfa",1,90.5,-3.270454609,15.63170735,0.097081694
"bfa",1,91.5,-3.257703616,15.65468563,0.097916698
"bfa",1,92.5,-3.244108214,15.67853139,0.098752593
"bfa",1,93.5,-3.229761713,15.70323052,0.099588675
"bfa",1,94.5,-3.214751287,15.72876911,0.100424251
"bfa",1,95.5,-3.199158184,15.75513347,0.101258643
"bfa",1,96.5,-3.18305795,15.78231007,0.102091189
"bfa",1,97.5,-3.166520664,15.8102856,0.102921245
"bfa",1,98.5,-3.1496103,15.83904708,0.103748189
"bfa",1,99.5,-3.132389637,15.86858123,0.104571386
"bfa",1,100.5,-3.114911153,15.89887562,0.105390269
"bfa",1,101.5,-3.097226399,15.92991765,0.106204258
"bfa",1,102.5,-3.079383079,15.96169481,0.107012788
"bfa",1,103.5,-3.061423765,15.99419489,0.107815327
"bfa",1,104.5,-3.043386071,16.02740607,0.108611374
"bfa",1,105.5,-3.025310003,16.0613159,0.109400388
"bfa",1,106.5,-3.007225737,16.09591292,0.110181915
"bfa",1,107.5,-2.989164598,16.13118532,0.110955478
"bfa",1,108.5,-2.971148225,16.16712234,0.111720691
"bfa",1,109.5,-2.953208047,16.20371168,0.112477059
"bfa",1,110.5,-2.935363951,16.24094239,0.1132242
"bfa",1,111.5,-2.917635157,16.27880346,0.113961734
"bfa",1,112.5,-2.900039803,16.31728385,0.114689291
"bfa",1,113.5,-2.882593796,16.35637267,0.115406523
"bfa",1,114.5,-2.865311266,16.39605916,0.116113097
"bfa",1,115.5,-2.848204697,16.43633265,0.116808702
"bfa",1,116.5,-2.831285052,16.47718256,0.117493042
"bfa",1,117.5,-2.81456189,16.51859843,0.11816584
"bfa",1,118.5,-2.79804347,16.56056987,0.118826835
"bfa",1,119.5,-2.781736856,16.60308661,0.119475785
"bfa",1,120.5,-2.765648008,16.64613844,0.120112464
"bfa",1,121.5,-2.749782197,16.68971518,0.120736656
"bfa",1,122.5,-2.734142443,16.73380695,0.121348181
"bfa",1,123.5,-2.718732873,16.77840363,0.121946849
"bfa",1,124.5,-2.703555506,16.82349538,0.122532501
"bfa",1,125.5,-2.688611957,16.86907238,0.123104991
"bfa",1,126.5,-2.673903164,16.91512487,0.123664186
"bfa",1,127.5,-2.659429443,16.96164317,0.124209969
"bfa",1,128.5,-2.645190534,17.00861766,0.124742239
"bfa",1,129.5,-2.631185649,17.05603879,0.125260905
"bfa",1,130.5,-2.617413511,17.10389705,0.125765895
"bfa",1,131.5,-2.603872392,17.15218302,0.126257147
"bfa",1,132.5,-2.590560148,17.20088732,0.126734613
"bfa",1,133.5,-2.577474253,17.25000062,0.12719826
"bfa",1,134.5,-2.564611831,17.29951367,0.127648067
"bfa",1,135.5,-2.551969684,17.34941726,0.128084023
"bfa",1,136.5,-2.539539972,17.39970308,0.128506192
"bfa",1,137.5,-2.527325681,17.45036072,0.128914497
"bfa",1,138.5,-2.515320235,17.50138161,0.129309001
"bfa",1,139.5,-2.503519447,17.55275674,0.129689741
"bfa",1,140.5,-2.491918934,17.60447714,0.130056765
"bfa",1,141.5,-2.480514136,17.6565339,0.130410133
"bfa",1,142.5,-2.469300331,17.70891811,0.130749913
"bfa",1,143.5,-2.458272656,17.76162094,0.131076187
"bfa",1,144.5,-2.447426113,17.81463359,0.131389042
"bfa",1,145.5,-2.436755595,17.86794729,0.131688579
"bfa",1,146.5,-2.426255887,17.92155332,0.131974905
"bfa",1,147.5,-2.415921689,17.97544299,0.132248138
"bfa",1,148.5,-2.405747619,18.02960765,0.132508403
"bfa",1,149.5,-2.395728233,18.08403868,0.132755834
"bfa",1,150.5,-2.385858029,18.1387275,0.132990575
"bfa",1,151.5,-2.376131459,18.19366555,0.133212776
"bfa",1,152.5,-2.366542942,18.24884431,0.133422595
"bfa",1,153.5,-2.357086871,18.3042553,0.133620197
"bfa",1,154.5,-2.347757625,18.35989003,0.133805756
"bfa",1,155.5,-2.338549576,18.41574009,0.133979452
"bfa",1,156.5,-2.3294571,18.47179706,0.13414147
"bfa",1,157.5,-2.320474586,18.52805255,0.134292005
"bfa",1,158.5,-2.311596446,18.5844982,0.134431256
"bfa",1,159.5,-2.302817124,18.64112567,0.134559427
"bfa",1,160.5,-2.294131107,18.69792663,0.134676731
"bfa",1,161.5,-2.285532933,18.75489278,0.134783385
"bfa",1,162.5,-2.277017201,18.81201584,0.134879611
"bfa",1,163.5,-2.268578584,18.86928753,0.134965637
"bfa",1,164.5,-2.260211837,18.92669959,0.135041695
"bfa",1,165.5,-2.251911809,18.98424378,0.135108024
"bfa",1,166.5,-2.243673453,19.04191185,0.135164867
"bfa",1,167.5,-2.235491842,19.09969557,0.135212469
"bfa",1,168.5,-2.227362173,19.15758672,0.135251083
"bfa",1,169.5,-2.21927979,19.21557707,0.135280963
"bfa",1,170.5,-2.211240187,19.27365839,0.135302371
"bfa",1,171.5,-2.203239029,19.33182247,0.135315568
"bfa",1,172.5,-2.195272161,19.39006106,0.135320824
"bfa",1,173.5,-2.187335625,19.44836594,0.135318407
"bfa",1,174.5,-2.179425674,19.50672885,0.135308594
"bfa",1,175.5,-2.171538789,19.56514153,0.135291662
"bfa",1,176.5,-2.163671689,19.62359571,0.135267891
"bfa",1,177.5,-2.155821357,19.6820831,0.135237567
"bfa",1,178.5,-2.147985046,19.74059538,0.135200976
"bfa",1,179.5,-2.140160305,19.7991242,0.135158409
"bfa",1,180.5,-2.132344989,19.85766121,0.135110159
"bfa",1,181.5,-2.124537282,19.916198,0.135056522
"bfa",1,182.5,-2.116735712,19.97472615,0.134997797
"bfa",1,183.5,-2.108939167,20.03323719,0.134934285
"bfa",1,184.5,-2.10114692,20.09172262,0.134866291
"bfa",1,185.5,-2.093358637,20.15017387,0.134794121
"bfa",1,186.5,-2.085574403,20.20858236,0.134718085
"bfa",1,187.5,-2.077794735,20.26693944,0.134638494
"bfa",1,188.5,-2.070020599,20.32523642,0.134555663
"bfa",1,189.5,-2.062253431,20.38346455,0.13446991
"bfa",1,190.5,-2.054495145,20.44161501,0.134381553
"bfa",1,191.5,-2.046748156,20.49967894,0.134290916
"bfa",1,192.5,-2.039015385,20.5576474,0.134198323
"bfa",1,193.5,-2.031300282,20.6155114,0.134104101
"bfa",1,194.5,-2.023606828,20.67326189,0.134008581
"bfa",1,195.5,-2.015942013,20.73088905,0.133912066
"bfa",1,196.5,-2.008305745,20.7883851,0.133814954
"bfa",1,197.5,-2.000706389,20.84574003,0.133717552
"bfa",1,198.5,-1.993150137,20.90294449,0.1336202
"bfa",1,199.5,-1.985643741,20.95998909,0.133523244
"bfa",1,200.5,-1.97819451,21.01686433,0.133427032
"bfa",1,201.5,-1.970810308,21.07356067,0.133331914
"bfa",1,202.5,-1.96349954,21.1300685,0.133238245
"bfa",1,203.5,-1.956271141,21.18637813,0.133146383
"bfa",1,204.5,-1.949134561,21.24247982,0.13305669
"bfa",1,205.5,-1.942099744,21.29836376,0.132969531
"bfa",1,206.5,-1.935177101,21.35402009,0.132885274
"bfa",1,207.5,-1.92837748,21.40943891,0.132804292
"bfa",1,208.5,-1.921712136,21.46461026,0.132726962
"bfa",1,209.5,-1.915192685,21.51952414,0.132653664
"bfa",1,210.5,-1.908831065,21.57417053,0.132584784
"bfa",1,211.5,-1.902639482,21.62853937,0.132520711
"bfa",1,212.5,-1.896630358,21.68262062,0.132461838
"bfa",1,213.5,-1.890816268,21.73640419,0.132408563
"bfa",1,214.5,-1.885209876,21.78988003,0.132361289
"bfa",1,215.5,-1.879823505,21.84303819,0.132320427
"bfa",1,216.5,-1.874670324,21.8958685,0.132286382
"bfa",1,217.5,-1.869760299,21.94836168,0.1322596
"bfa",1,218.5,-1.865113245,22.00050569,0.132240418
"bfa",1,219.5,-1.860734944,22.05229242,0.13222933
"bfa",1,220.5,-1.85663384,22.10371305,0.132226801
"bfa",1,221.5,-1.852827186,22.15475603,0.132233201
"bfa",1,222.5,-1.849323204,22.20541249,0.132248993
"bfa",1,223.5,-1.846131607,22.255673,0.132274625
"bfa",1,224.5,-1.843261294,22.30552831,0.132310549
"bfa",1,225.5,-1.840720248,22.3549693,0.132357221
"bfa",1,226.5,-1.83851544,22.40398706,0.132415103
"bfa",1,227.5,-1.83665586,22.45257182,0.132484631
"bfa",1,228.5,-1.835138046,22.50071778,0.132566359
"bfa",1,229.5,-1.833972004,22.54841437,0.132660699
"bfa",1,230.5,-1.833157751,22.59565422,0.132768153
"bfa",1,231.5,-1.83269562,22.64242956,0.132889211
"bfa",1,232.5,-1.832584342,22.68873292,0.133024368
"bfa",1,233.5,-1.832820974,22.73455713,0.133174129
"bfa",1,234.5,-1.833400825,22.7798953,0.133338999
"bfa",1,235.5,-1.834317405,22.82474087,0.133519496
"bfa",1,236.5,-1.83555752,22.86908912,0.133716192
"bfa",1,237.5,-1.837119466,22.91293151,0.133929525
"bfa",1,238.5,-1.838987063,22.95626373,0.134160073
"bfa",1,239.5,-1.841146139,22.99908062,0.134408381
"bfa",2,23.5,-0.948720233,16.45875272,0.085877732
"bfa",2,24.5,-1.024496827,16.38804056,0.085025838
"bfa",2,25.5,-1.102698353,16.3189719,0.084214052
"bfa",2,26.5,-1.18396635,16.25207985,0.083455124
"bfa",2,27.5,-1.268071036,16.18734669,0.082748284
"bfa",2,28.5,-1.354751525,16.12475448,0.082092737
"bfa",2,29.5,-1.443689692,16.06428762,0.081487717
"bfa",2,30.5,-1.53454192,16.00593001,0.080932448
"bfa",2,31.5,-1.626928093,15.94966631,0.080426175
"bfa",2,32.5,-1.720434829,15.89548197,0.079968176
"bfa",2,33.5,-1.814635262,15.84336179,0.079557735
"bfa",2,34.5,-1.909076262,15.79329146,0.079194187
"bfa",2,35.5,-2.003296102,15.7452564,0.078876895
"bfa",2,36.5,-2.096828937,15.69924188,0.078605255
"bfa",2,37.5,-2.189211877,15.65523282,0.078378696
"bfa",2,38.5,-2.279991982,15.61321371,0.078196674
"bfa",2,39.5,-2.368732949,15.57316843,0.078058667
"bfa",2,40.5,-2.455021314,15.53508019,0.077964169
"bfa",2,41.5,-2.538471972,15.49893145,0.077912684
