"sex","lh","l","m","s","p_type","p_value"
"girls",94.5,-0.3833,13.5892,0.08955,"99th",16.884
"girls",94.6,-0.3833,13.6142,0.08957,"99th",16.916
"girls",94.7,-0.3833,13.6393,0.08959,"99th",16.948
"girls",94.8,-0.3833,13.6644,0.0896,"99th",16.98
"girls",94.9,-0.3833,13.6895,0.08962,"99th",17.012
"girls",95,-0.3833,13.7146,0.08963,"99th",17.044
"girls",95.1,-0.3833,13.7398,0.08965,"99th",17.076
"girls",95.2,-0.3833,13.765,0.08967,"99th",17.108
"girls",95.3,-0.3833,13.7902,0.08968,"99th",17.14
"girls",95.4,-0.3833,13.8155,0.0897,"99th",17.172
"girls",95.5,-0.3833,13.8408,0.08972,"99th",17.204
"girls",95.6,-0.3833,13.8661,0.08974,"99th",17.237
"girls",95.7,-0.3833,13.8914,0.08975,"99th",17.269
"girls",95.8,-0.3833,13.9168,0.08977,"99th",17.301
"girls",95.9,-0.3833,13.9422,0.08979,"99th",17.333
"girls",96,-0.3833,13.9676,0.08981,"99th",17.366
"girls",96.1,-0.3833,13.9931,0.08983,"99th",17.399
"girls",96.2,-0.3833,14.0186,0.08984,"99th",17.431
"girls",96.3,-0.3833,14.0441,0.08986,"99th",17.463
"girls",96.4,-0.3833,14.0697,0.08988,"99th",17.496
"girls",96.5,-0.3833,14.0953,0.0899,"99th",17.529
"girls",96.6,-0.3833,14.1209,0.08992,"99th",17.561
"girls",96.7,-0.3833,14.1466,0.08994,"99th",17.594
"girls",96.8,-0.3833,14.1724,0.08996,"99th",17.627
"girls",96.9,-0.3833,14.1981,0.08998,"99th",17.66
"girls",97,-0.3833,14.2239,0.09,"99th",17.693
"girls",97.1,-0.3833,14.2498,0.09002,"99th",17.726
"girls",97.2,-0.3833,14.2757,0.09004,"99th",17.759
"girls",97.3,-0.3833,14.3016,0.09006,"99th",17.792
"girls",97.4,-0.3833,14.3276,0.09008,"99th",17.826
"girls",97.5,-0.3833,14.3537,0.0901,"99th",17.859
"girls",97.6,-0.3833,14.3798,0.09012,"99th",17.892
"girls",97.7,-0.3833,14.4059,0.09015,"99th",17.926
"girls",97.8,-0.3833,14.4321,0.09017,"99th",17.96
"girls",97.9,-0.3833,14.4584,0.09019,"99th",17.993
"girls",98,-0.3833,14.4848,0.09021,"99th",18.027
"girls",98.1,-0.3833,14.5112,0.09023,"99th",18.061
"girls",98.2,-0.3833,14.5376,0.09026,"99th",18.095
"girls",98.3,-0.3833,14.5642,0.09028,"99th",18.129
"girls",98.4,-0.3833,14.5908,0.0903,"99th",18.163
"girls",98.5,-0.3833,14.6174,0.09033,"99th",18.198
"girls",98.6,-0.3833,14.6442,0.09035,"99th",18.232
"girls",98.7,-0.3833,14.671,0.09037,"99th",18.266
"girls",98.8,-0.3833,14.6979,0.0904,"99th",18.301
"girls",98.9,-0.3833,14.7248,0.09042,"99th",18.336
"girls",99,-0.3833,14.7519,0.09044,"99th",18.37
"girls",99.1,-0.3833,14.779,0.09047,"99th",18.405
"girls",99.2,-0.3833,14.8062,0.09049,"99th",18.44
"girls",99.3,-0.3833,14.8334,0.09052,"99th",18.476
"girls",99.4,-0.3833,14.8608,0.09054,"99th",18.511
"girls",99.5,-0.3833,14.8882,0.09057,"99th",18.546
"girls",99.6,-0.3833,14.9157,0.09059,"99th",18.581
"girls",99.7,-0.3833,14.9434,0.09062,"99th",18.617
"girls",99.8,-0.3833,14.9711,0.09064,"99th",18.653
"girls",99.9,-0.3833,14.9989,0.09067,"99th",18.689
"girls",100,-0.3833,15.0267,0.09069,"99th",18.724
"girls",100.1,-0.3833,15.0547,0.09072,"99th",18.761
"girls",100.2,-0.3833,15.0828,0.09075,"99th",18.797
"girls",100.3,-0.3833,15.1109,0.09077,"99th",18.833
"girls",100.4,-0.3833,15.1392,0.0908,"99th",18.87
"girls",100.5,-0.3833,15.1676,0.09083,"99th",18.907
"girls",100.6,-0.3833,15.196,0.09085,"99th",18.943
"girls",100.7,-0.3833,15.2246,0.09088,"99th",18.98
"girls",100.8,-0.3833,15.2532,0.09091,"99th",19.017
"girls",100.9,-0.3833,15.2819,0.09093,"99th",19.054
"girls",101,-0.3833,15.3108,0.09096,"99th",19.091
"girls",101.1,-0.3833,15.3397,0.09099,"99th",19.129
"girls",101.2,-0.3833,15.3687,0.09102,"99th",19.167
"girls",101.3,-0.3833,15.3979,0.09105,"99th",19.204
"girls",101.4,-0.3833,15.4271,0.09107,"99th",19.242
"girls",101.5,-0.3833,15.4564,0.0911,"99th",19.28
"girls",101.6,-0.3833,15.4858,0.09113,"99th",19.318
"girls",101.7,-0.3833,15.5154,0.09116,"99th",19.356
"girls",101.8,-0.3833,15.545,0.09119,"99th",19.395
"girls",101.9,-0.3833,15.5747,0.09122,"99th",19.433
"girls",102,-0.3833,15.6046,0.09125,"99th",19.472
"girls",102.1,-0.3833,15.6345,0.09128,"99th",19.511
"girls",102.2,-0.3833,15.6646,0.09131,"99th",19.55
"girls",102.3,-0.3833,15.6947,0.09133,"99th",19.588
"girls",102.4,-0.3833,15.725,0.09136,"99th",19.628
"girls",102.5,-0.3833,15.7553,0.09139,"99th",19.667
"girls",102.6,-0.3833,15.7858,0.09142,"99th",19.707
"girls",102.7,-0.3833,15.8164,0.09146,"99th",19.747
"girls",102.8,-0.3833,15.847,0.09149,"99th",19.787
"girls",102.9,-0.3833,15.8778,0.09152,"99th",19.827
"girls",103,-0.3833,15.9087,0.09155,"99th",19.867
"girls",103.1,-0.3833,15.9396,0.09158,"99th",19.907
"girls",103.2,-0.3833,15.9707,0.09161,"99th",19.947
"girls",103.3,-0.3833,16.0019,0.09164,"99th",19.988
"girls",103.4,-0.3833,16.0332,0.09167,"99th",20.028
"girls",103.5,-0.3833,16.0645,0.0917,"99th",20.069
"girls",103.6,-0.3833,16.096,0.09173,"99th",20.11
"girls",103.7,-0.3833,16.1276,0.09177,"99th",20.151
"girls",103.8,-0.3833,16.1593,0.0918,"99th",20.192
"girls",103.9,-0.3833,16.191,0.09183,"99th",20.233
"girls",104,-0.3833,16.2229,0.09186,"99th",20.275
"girls",104.1,-0.3833,16.2549,0.0919,"99th",20.317
"girls",104.2,-0.3833,16.287,0.09193,"99th",20.359
"girls",104.3,-0.3833,16.3191,0.09196,"99th",20.4
"girls",104.4,-0.3833,16.3514,0.09199,"99th",20.442
"girls",104.5,-0.3833,16.3837,0.09203,"99th",20.485
"girls",104.6,-0.3833,16.4162,0.09206,"99th",20.527
"girls",104.7,-0.3833,16.4488,0.09209,"99th",20.569
"girls",104.8,-0.3833,16.4814,0.09213,"99th",20.612
"girls",104.9,-0.3833,16.5142,0.09216,"99th",20.655
"girls",105,-0.3833,16.547,0.09219,"99th",20.697
"girls",105.1,-0.3833,16.58,0.09223,"99th",20.741
"girls",105.2,-0.3833,16.6131,0.09226,"99th",20.784
"girls",105.3,-0.3833,16.6462,0.09229,"99th",20.827
"girls",105.4,-0.3833,16.6795,0.09233,"99th",20.87
"girls",105.5,-0.3833,16.7129,0.09236,"99th",20.914
"girls",105.6,-0.3833,16.7464,0.0924,"99th",20.958
"girls",105.7,-0.3833,16.78,0.09243,"99th",21.001
"girls",105.8,-0.3833,16.8137,0.09247,"99th",21.046
"girls",105.9,-0.3833,16.8475,0.0925,"99th",21.09
"girls",106,-0.3833,16.8814,0.09254,"99th",21.134
"girls",106.1,-0.3833,16.9154,0.09257,"99th",21.178
"girls",106.2,-0.3833,16.9496,0.09261,"99th",21.223
"girls",106.3,-0.3833,16.9838,0.09264,"99th",21.268
"girls",106.4,-0.3833,17.0182,0.09268,"99th",21.313
"girls",106.5,-0.3833,17.0527,0.09271,"99th",21.358
"girls",106.6,-0.3833,17.0873,0.09275,"99th",21.403
"girls",106.7,-0.3833,17.122,0.09278,"99th",21.449
"girls",106.8,-0.3833,17.1569,0.09282,"99th",21.494
"girls",106.9,-0.3833,17.1918,0.09286,"99th",21.54
"girls",107,-0.3833,17.2269,0.09289,"99th",21.586
"girls",107.1,-0.3833,17.262,0.09293,"99th",21.632
"girls",107.2,-0.3833,17.2973,0.09296,"99th",21.678
"girls",107.3,-0.3833,17.3327,0.093,"99th",21.725
"girls",107.4,-0.3833,17.3683,0.09304,"99th",21.771
"girls",107.5,-0.3833,17.4039,0.09307,"99th",21.818
"girls",107.6,-0.3833,17.4397,0.09311,"99th",21.865
"girls",107.7,-0.3833,17.4755,0.09315,"99th",21.912
"girls",107.8,-0.3833,17.5115,0.09318,"99th",21.959
"girls",107.9,-0.3833,17.5476,0.09322,"99th",22.006
"girls",108,-0.3833,17.5839,0.09326,"99th",22.054
"girls",108.1,-0.3833,17.6202,0.09329,"99th",22.101
"girls",108.2,-0.3833,17.6567,0.09333,"99th",22.149
"girls",108.3,-0.3833,17.6932,0.09337,"99th",22.197
"girls",108.4,-0.3833,17.7299,0.09341,"99th",22.246
"girls",108.5,-0.3833,17.7668,0.09344,"99th",22.294
"girls",108.6,-0.3833,17.8037,0.09348,"99th",22.342
"girls",108.7,-0.3833,17.8407,0.09352,"99th",22.391
"girls",108.8,-0.3833,17.8779,0.09356,"99th",22.44
"girls",108.9,-0.3833,17.9152,0.09359,"99th",22.488
"girls",109,-0.3833,17.9526,0.09363,"99th",22.538
"girls",109.1,-0.3833,17.9901,0.09367,"99th",22.587
"girls",109.2,-0.3833,18.0277,0.09371,"99th",22.636
"girls",109.3,-0.3833,18.0654,0.09375,"99th",22.686
"girls",109.4,-0.3833,18.1033,0.09378,"99th",22.735
"girls",109.5,-0.3833,18.1412,0.09382,"99th",22.785
"girls",109.6,-0.3833,18.1792,0.09386,"99th",22.835
"girls",109.7,-0.3833,18.2174,0.0939,"99th",22.886
"girls",109.8,-0.3833,18.2556,0.09394,"99th",22.936
"girls",109.9,-0.3833,18.294,0.09397,"99th",22.986
"girls",110,-0.3833,18.3324,0.09401,"99th",23.037
"girls",65,-0.3833,7.2402,0.09113,"99th",9.032
"girls",65.1,-0.3833,7.2627,0.09112,"99th",9.06
"girls",65.2,-0.3833,7.2852,0.09111,"99th",9.088
"girls",65.3,-0.3833,7.3076,0.0911,"99th",9.115
"girls",65.4,-0.3833,7.33,0.09109,"99th",9.143
"girls",65.5,-0.3833,7.3523,0.09109,"99th",9.171
"girls",65.6,-0.3833,7.3745,0.09108,"99th",9.198
"girls",65.7,-0.3833,7.3967,0.09107,"99th",9.226
"girls",65.8,-0.3833,7.4189,0.09106,"99th",9.253
"girls",65.9,-0.3833,7.441,0.09105,"99th",9.28
"girls",66,-0.3833,7.463,0.09104,"99th",9.308
"girls",66.1,-0.3833,7.485,0.09103,"99th",9.335
"girls",66.2,-0.3833,7.5069,0.09102,"99th",9.362
"girls",66.3,-0.3833,7.5288,0.09101,"99th",9.389
"girls",66.4,-0.3833,7.5507,0.091,"99th",9.416
"girls",66.5,-0.3833,7.5724,0.09099,"99th",9.443
"girls",66.6,-0.3833,7.5942,0.09098,"99th",9.47
"girls",66.7,-0.3833,7.6158,0.09097,"99th",9.497
"girls",66.8,-0.3833,7.6375,0.09096,"99th",9.523
"girls",66.9,-0.3833,7.659,0.09095,"99th",9.55
"girls",67,-0.3833,7.6806,0.09094,"99th",9.577
"girls",67.1,-0.3833,7.702,0.09093,"99th",9.603
"girls",67.2,-0.3833,7.7234,0.09091,"99th",9.629
"girls",67.3,-0.3833,7.7448,0.0909,"99th",9.656
"girls",67.4,-0.3833,7.7661,0.09089,"99th",9.682
"girls",67.5,-0.3833,7.7874,0.09088,"99th",9.708
"girls",67.6,-0.3833,7.8086,0.09087,"99th",9.735
"girls",67.7,-0.3833,7.8298,0.09086,"99th",9.761
"girls",67.8,-0.3833,7.8509,0.09085,"99th",9.787
"girls",67.9,-0.3833,7.872,0.09084,"99th",9.813
"girls",68,-0.3833,7.893,0.09083,"99th",9.839
"girls",68.1,-0.3833,7.914,0.09082,"99th",9.865
"girls",68.2,-0.3833,7.935,0.0908,"99th",9.89
"girls",68.3,-0.3833,7.9559,0.09079,"99th",9.916
"girls",68.4,-0.3833,7.9768,0.09078,"99th",9.942
"girls",68.5,-0.3833,7.9976,0.09077,"99th",9.968
"girls",68.6,-0.3833,8.0184,0.09076,"99th",9.993
"girls",68.7,-0.3833,8.0392,0.09075,"99th",10.019
"girls",68.8,-0.3833,8.0599,0.09074,"99th",10.044
"girls",68.9,-0.3833,8.0806,0.09072,"99th",10.07
"girls",69,-0.3833,8.1012,0.09071,"99th",10.095
"girls",69.1,-0.3833,8.1218,0.0907,"99th",10.121
"girls",69.2,-0.3833,8.1424,0.09069,"99th",10.146
"girls",69.3,-0.3833,8.163,0.09068,"99th",10.171
"girls",69.4,-0.3833,8.1835,0.09067,"99th",10.197
"girls",69.5,-0.3833,8.2039,0.09065,"99th",10.222
"girls",69.6,-0.3833,8.2244,0.09064,"99th",10.247
"girls",69.7,-0.3833,8.2448,0.09063,"99th",10.272
"girls",69.8,-0.3833,8.2651,0.09062,"99th",10.297
"girls",69.9,-0.3833,8.2855,0.09061,"99th",10.322
"girls",70,-0.3833,8.3058,0.09059,"99th",10.347
"girls",70.1,-0.3833,8.3261,0.09058,"99th",10.372
"girls",70.2,-0.3833,8.3464,0.09057,"99th",10.397
"girls",70.3,-0.3833,8.3666,0.09056,"99th",10.422
"girls",70.4,-0.3833,8.3869,0.09055,"99th",10.447
"girls",70.5,-0.3833,8.4071,0.09053,"99th",10.472
"girls",70.6,-0.3833,8.4273,0.09052,"99th",10.497
"girls",70.7,-0.3833,8.4474,0.09051,"99th",10.521
"girls",70.8,-0.3833,8.4676,0.0905,"99th",10.546
"girls",70.9,-0.3833,8.4877,0.09048,"99th",10.571
"girls",71,-0.3833,8.5078,0.09047,"99th",10.595
"girls",71.1,-0.3833,8.5278,0.09046,"99th",10.62
"girls",71.2,-0.3833,8.5479,0.09045,"99th",10.645
"girls",71.3,-0.3833,8.5679,0.09043,"99th",10.669
"girls",71.4,-0.3833,8.5879,0.09042,"99th",10.694
"girls",71.5,-0.3833,8.6078,0.09041,"99th",10.718
"girls",71.6,-0.3833,8.6277,0.0904,"99th",10.743
"girls",71.7,-0.3833,8.6476,0.09039,"99th",10.767
"girls",71.8,-0.3833,8.6674,0.09037,"99th",10.791
"girls",71.9,-0.3833,8.6872,0.09036,"99th",10.816
"girls",72,-0.3833,8.707,0.09035,"99th",10.84
"girls",72.1,-0.3833,8.7267,0.09034,"99th",10.864
"girls",72.2,-0.3833,8.7464,0.09032,"99th",10.888
"girls",72.3,-0.3833,8.7661,0.09031,"99th",10.913
"girls",72.4,-0.3833,8.7857,0.0903,"99th",10.937
"girls",72.5,-0.3833,8.8053,0.09028,"99th",10.961
"girls",72.6,-0.3833,8.8248,0.09027,"99th",10.985
"girls",72.7,-0.3833,8.8443,0.09026,"99th",11.009
"girls",72.8,-0.3833,8.8638,0.09025,"99th",11.033
"girls",72.9,-0.3833,8.8831,0.09023,"99th",11.056
"girls",73,-0.3833,8.9025,0.09022,"99th",11.08
"girls",73.1,-0.3833,8.9217,0.09021,"99th",11.104
"girls",73.2,-0.3833,8.941,0.0902,"99th",11.127
"girls",73.3,-0.3833,8.9601,0.09018,"99th",11.151
"girls",73.4,-0.3833,8.9792,0.09017,"99th",11.174
"girls",73.5,-0.3833,8.9983,0.09016,"99th",11.198
"girls",73.6,-0.3833,9.0173,0.09014,"99th",11.221
"girls",73.7,-0.3833,9.0363,0.09013,"99th",11.244
"girls",73.8,-0.3833,9.0552,0.09012,"99th",11.267
"girls",73.9,-0.3833,9.074,0.09011,"99th",11.29
"girls",74,-0.3833,9.0928,0.09009,"99th",11.313
"girls",74.1,-0.3833,9.1116,0.09008,"99th",11.336
"girls",74.2,-0.3833,9.1303,0.09007,"99th",11.359
"girls",74.3,-0.3833,9.149,0.09005,"99th",11.382
"girls",74.4,-0.3833,9.1676,0.09004,"99th",11.405
"girls",74.5,-0.3833,9.1862,0.09003,"99th",11.428
"girls",74.6,-0.3833,9.2048,0.09001,"99th",11.45
"girls",74.7,-0.3833,9.2233,0.09,"99th",11.473
"girls",74.8,-0.3833,9.2418,0.08999,"99th",11.496
"girls",74.9,-0.3833,9.2602,0.08997,"99th",11.518
"girls",75,-0.3833,9.2786,0.08996,"99th",11.54
"girls",75.1,-0.3833,9.297,0.08995,"99th",11.563
"girls",75.2,-0.3833,9.3154,0.08993,"99th",11.585
"girls",75.3,-0.3833,9.3337,0.08992,"99th",11.608
"girls",75.4,-0.3833,9.352,0.08991,"99th",11.63
"girls",75.5,-0.3833,9.3703,0.08989,"99th",11.652
"girls",75.6,-0.3833,9.3886,0.08988,"99th",11.675
"girls",75.7,-0.3833,9.4069,0.08987,"99th",11.697
"girls",75.8,-0.3833,9.4252,0.08985,"99th",11.72
"girls",75.9,-0.3833,9.4435,0.08984,"99th",11.742
"girls",76,-0.3833,9.4617,0.08983,"99th",11.764
"girls",76.1,-0.3833,9.48,0.08981,"99th",11.786
"girls",76.2,-0.3833,9.4983,0.0898,"99th",11.809
"girls",76.3,-0.3833,9.5166,0.08979,"99th",11.831
"girls",76.4,-0.3833,9.535,0.08977,"99th",11.854
"girls",76.5,-0.3833,9.5533,0.08976,"99th",11.876
"girls",76.6,-0.3833,9.5717,0.08975,"99th",11.899
"girls",76.7,-0.3833,9.5901,0.08973,"99th",11.921
"girls",76.8,-0.3833,9.6086,0.08972,"99th",11.944
"girls",76.9,-0.3833,9.6271,0.08971,"99th",11.966
"girls",77,-0.3833,9.6456,0.08969,"99th",11.989
"girls",77.1,-0.3833,9.6642,0.08968,"99th",12.012
"girls",77.2,-0.3833,9.6828,0.08966,"99th",12.034
"girls",77.3,-0.3833,9.7015,0.08965,"99th",12.057
"girls",77.4,-0.3833,9.7202,0.08964,"99th",12.08
"girls",77.5,-0.3833,9.739,0.08963,"99th",12.103
"girls",77.6,-0.3833,9.7578,0.08961,"99th",12.126
"girls",77.7,-0.3833,9.7767,0.0896,"99th",12.149
"girls",77.8,-0.3833,9.7957,0.08959,"99th",12.172
"girls",77.9,-0.3833,9.8147,0.08957,"99th",12.195
"girls",78,-0.3833,9.8338,0.08956,"99th",12.219
"girls",78.1,-0.3833,9.853,0.08955,"99th",12.242
"girls",78.2,-0.3833,9.8722,0.08953,"99th",12.265
"girls",78.3,-0.3833,9.8915,0.08952,"99th",12.289
"girls",78.4,-0.3833,9.9109,0.08951,"99th",12.313
"girls",78.5,-0.3833,9.9303,0.0895,"99th",12.337
"girls",78.6,-0.3833,9.9499,0.08948,"99th",12.36
"girls",78.7,-0.3833,9.9695,0.08947,"99th",12.384
"girls",78.8,-0.3833,9.9892,0.08946,"99th",12.409
"girls",78.9,-0.3833,10.009,0.08945,"99th",12.433
"girls",79,-0.3833,10.0289,0.08943,"99th",12.457
"girls",79.1,-0.3833,10.0489,0.08942,"99th",12.481
"girls",79.2,-0.3833,10.069,0.08941,"99th",12.506
"girls",79.3,-0.3833,10.0891,0.0894,"99th",12.531
"girls",79.4,-0.3833,10.1094,0.08939,"99th",12.556
"girls",79.5,-0.3833,10.1298,0.08937,"99th",12.58
"girls",79.6,-0.3833,10.1503,0.08936,"99th",12.606
"girls",79.7,-0.3833,10.1709,0.08935,"99th",12.631
"girls",79.8,-0.3833,10.1916,0.08934,"99th",12.656
"girls",79.9,-0.3833,10.2123,0.08933,"99th",12.682
"girls",80,-0.3833,10.2332,0.08932,"99th",12.707
"girls",80.1,-0.3833,10.2542,0.0893,"99th",12.733
"girls",80.2,-0.3833,10.2753,0.08929,"99th",12.759
"girls",80.3,-0.3833,10.2965,0.08928,"99th",12.785
"girls",80.4,-0.3833,10.3178,0.08927,"99th",12.811
"girls",80.5,-0.3833,10.3393,0.08926,"99th",12.837
"girls",80.6,-0.3833,10.3608,0.08925,"99th",12.863
"girls",80.7,-0.3833,10.3824,0.08924,"99th",12.89
"girls",80.8,-0.3833,10.4041,0.08923,"99th",12.916
"girls",80.9,-0.3833,10.4258,0.08922,"99th",12.943
"girls",81,-0.3833,10.4477,0.08921,"99th",12.97
"girls",81.1,-0.3833,10.4697,0.0892,"99th",12.997
"girls",81.2,-0.3833,10.4918,0.08919,"99th",13.024
"girls",81.3,-0.3833,10.514,0.08918,"99th",13.051
"girls",81.4,-0.3833,10.5363,0.08917,"99th",13.079
"girls",81.5,-0.3833,10.5586,0.08916,"99th",13.106
"girls",81.6,-0.3833,10.5811,0.08915,"99th",13.134
"girls",81.7,-0.3833,10.6037,0.08915,"99th",13.162
"girls",81.8,-0.3833,10.6263,0.08914,"99th",13.189
"girls",81.9,-0.3833,10.6491,0.08913,"99th",13.217
"girls",82,-0.3833,10.6719,0.08912,"99th",13.245
"girls",82.1,-0.3833,10.6948,0.08911,"99th",13.273
"girls",82.2,-0.3833,10.7178,0.0891,"99th",13.302
"girls",82.3,-0.3833,10.741,0.0891,"99th",13.33
"girls",82.4,-0.3833,10.7641,0.08909,"99th",13.359
"girls",82.5,-0.3833,10.7874,0.08908,"99th",13.387
"girls",82.6,-0.3833,10.8108,0.08907,"99th",13.416
"girls",82.7,-0.3833,10.8343,0.08907,"99th",13.445
"girls",82.8,-0.3833,10.8578,0.08906,"99th",13.474
"girls",82.9,-0.3833,10.8814,0.08905,"99th",13.503
"girls",83,-0.3833,10.9051,0.08905,"99th",13.532
"girls",83.1,-0.3833,10.9289,0.08904,"99th",13.561
"girls",83.2,-0.3833,10.9527,0.08903,"99th",13.591
"girls",83.3,-0.3833,10.9767,0.08903,"99th",13.62
"girls",83.4,-0.3833,11.0007,0.08902,"99th",13.65
"girls",83.5,-0.3833,11.0248,0.08902,"99th",13.68
"girls",83.6,-0.3833,11.0489,0.08901,"99th",13.709
"girls",83.7,-0.3833,11.0731,0.08901,"99th",13.739
"girls",83.8,-0.3833,11.0974,0.089,"99th",13.769
"girls",83.9,-0.3833,11.1218,0.089,"99th",13.799
"girls",84,-0.3833,11.1462,0.08899,"99th",13.829
"girls",84.1,-0.3833,11.1707,0.08899,"99th",13.86
"girls",84.2,-0.3833,11.1952,0.08899,"99th",13.89
"girls",84.3,-0.3833,11.2198,0.08898,"99th",13.92
"girls",84.4,-0.3833,11.2444,0.08898,"99th",13.951
"girls",84.5,-0.3833,11.2691,0.08897,"99th",13.981
"girls",84.6,-0.3833,11.2939,0.08897,"99th",14.012
"girls",84.7,-0.3833,11.3187,0.08897,"99th",14.043
"girls",84.8,-0.3833,11.3435,0.08897,"99th",14.073
"girls",84.9,-0.3833,11.3684,0.08896,"99th",14.104
"girls",85,-0.3833,11.3934,0.08896,"99th",14.135
"girls",85.1,-0.3833,11.4183,0.08896,"99th",14.166
"girls",85.2,-0.3833,11.4434,0.08896,"99th",14.197
"girls",85.3,-0.3833,11.4684,0.08895,"99th",14.228
"girls",85.4,-0.3833,11.4935,0.08895,"99th",14.259
"girls",85.5,-0.3833,11.5186,0.08895,"99th",14.29
"girls",85.6,-0.3833,11.5437,0.08895,"99th",14.321
"girls",85.7,-0.3833,11.5689,0.08895,"99th",14.352
"girls",85.8,-0.3833,11.594,0.08895,"99th",14.384
"girls",85.9,-0.3833,11.6192,0.08895,"99th",14.415
"girls",86,-0.3833,11.6444,0.08895,"99th",14.446
"girls",86.1,-0.3833,11.6696,0.08895,"99th",14.477
"girls",86.2,-0.3833,11.6948,0.08895,"99th",14.509
"girls",86.3,-0.3833,11.7201,0.08895,"99th",14.54
"girls",86.4,-0.3833,11.7453,0.08895,"99th",14.571
"girls",86.5,-0.3833,11.7705,0.08895,"99th",14.603
"girls",86.6,-0.3833,11.7957,0.08895,"99th",14.634
"girls",86.7,-0.3833,11.8209,0.08895,"99th",14.665
"girls",86.8,-0.3833,11.8461,0.08895,"99th",14.696
"girls",86.9,-0.3833,11.8713,0.08896,"99th",14.728
"girls",87,-0.3833,11.8965,0.08896,"99th",14.759
"girls",87.1,-0.3833,11.9217,0.08896,"99th",14.79
"girls",87.2,-0.3833,11.9468,0.08896,"99th",14.822
"girls",87.3,-0.3833,11.972,0.08896,"99th",14.853
"girls",87.4,-0.3833,11.9971,0.08897,"99th",14.884
"girls",87.5,-0.3833,12.0223,0.08897,"99th",14.916
"girls",87.6,-0.3833,12.0474,0.08897,"99th",14.947
"girls",87.7,-0.3833,12.0725,0.08898,"99th",14.978
"girls",87.8,-0.3833,12.0976,0.08898,"99th",15.009
"girls",87.9,-0.3833,12.1227,0.08898,"99th",15.041
"girls",88,-0.3833,12.1478,0.08899,"99th",15.072
"girls",88.1,-0.3833,12.1728,0.08899,"99th",15.103
"girls",88.2,-0.3833,12.1978,0.089,"99th",15.135
"girls",88.3,-0.3833,12.2229,0.089,"99th",15.166
"girls",88.4,-0.3833,12.2479,0.08901,"99th",15.197
"girls",88.5,-0.3833,12.2729,0.08901,"99th",15.228
"girls",88.6,-0.3833,12.2978,0.08902,"99th",15.259
"girls",88.7,-0.3833,12.3228,0.08902,"99th",15.29
"girls",88.8,-0.3833,12.3477,0.08903,"99th",15.322
"girls",88.9,-0.3833,12.3727,0.08903,"99th",15.353
"girls",89,-0.3833,12.3976,0.08904,"99th",15.384
"girls",89.1,-0.3833,12.4225,0.08904,"99th",15.415
"girls",89.2,-0.3833,12.4474,0.08905,"99th",15.446
"girls",89.3,-0.3833,12.4723,0.08906,"99th",15.477
"girls",89.4,-0.3833,12.4971,0.08906,"99th",15.508
"girls",89.5,-0.3833,12.522,0.08907,"99th",15.54
"girls",89.6,-0.3833,12.5468,0.08908,"99th",15.571
"girls",89.7,-0.3833,12.5717,0.08909,"99th",15.602
"girls",89.8,-0.3833,12.5965,0.08909,"99th",15.633
"girls",89.9,-0.3833,12.6213,0.0891,"99th",15.664
"girls",90,-0.3833,12.6461,0.08911,"99th",15.695
"girls",90.1,-0.3833,12.6709,0.08912,"99th",15.726
"girls",90.2,-0.3833,12.6957,0.08912,"99th",15.757
"girls",90.3,-0.3833,12.7205,0.08913,"99th",15.788
"girls",90.4,-0.3833,12.7453,0.08914,"99th",15.819
"girls",90.5,-0.3833,12.77,0.08915,"99th",15.85
"girls",90.6,-0.3833,12.7948,0.08916,"99th",15.882
"girls",90.7,-0.3833,12.8196,0.08917,"99th",15.913
"girls",90.8,-0.3833,12.8443,0.08918,"99th",15.944
"girls",90.9,-0.3833,12.8691,0.08919,"99th",15.975
"girls",91,-0.3833,12.8939,0.0892,"99th",16.006
"girls",91.1,-0.3833,12.9186,0.08921,"99th",16.037
"girls",91.2,-0.3833,12.9434,0.08922,"99th",16.069
"girls",91.3,-0.3833,12.9681,0.08923,"99th",16.1
"girls",91.4,-0.3833,12.9929,0.08924,"99th",16.131
"girls",91.5,-0.3833,13.0177,0.08925,"99th",16.162
"girls",91.6,-0.3833,13.0424,0.08926,"99th",16.193
"girls",91.7,-0.3833,13.0672,0.08927,"99th",16.224
"girls",91.8,-0.3833,13.092,0.08928,"99th",16.256
"girls",91.9,-0.3833,13.1167,0.0893,"99th",16.287
"girls",92,-0.3833,13.1415,0.08931,"99th",16.318
"girls",92.1,-0.3833,13.1663,0.08932,"99th",16.349
"girls",92.2,-0.3833,13.1911,0.08933,"99th",16.381
"girls",92.3,-0.3833,13.2158,0.08934,"99th",16.412
"girls",92.4,-0.3833,13.2406,0.08936,"99th",16.443
"girls",92.5,-0.3833,13.2654,0.08937,"99th",16.475
"girls",92.6,-0.3833,13.2902,0.08938,"99th",16.506
"girls",92.7,-0.3833,13.3151,0.0894,"99th",16.538
"girls",92.8,-0.3833,13.3399,0.08941,"99th",16.569
"girls",92.9,-0.3833,13.3647,0.08942,"99th",16.6
"girls",93,-0.3833,13.3896,0.08944,"99th",16.632
"girls",93.1,-0.3833,13.4145,0.08945,"99th",16.663
"girls",93.2,-0.3833,13.4394,0.08947,"99th",16.695
"girls",93.3,-0.3833,13.4643,0.08948,"99th",16.726
"girls",93.4,-0.3833,13.4892,0.08949,"99th",16.758
