"sex","lh","l","m","s","p_type","p_value"
"boys",94.1,-0.3521,13.8454,0.08044,"1st",11.55
"boys",94.2,-0.3521,13.8691,0.08046,"1st",11.57
"boys",94.3,-0.3521,13.8928,0.08047,"1st",11.589
"boys",94.4,-0.3521,13.9165,0.08049,"1st",11.609
"boys",94.5,-0.3521,13.9403,0.08051,"1st",11.628
"boys",94.6,-0.3521,13.9642,0.08052,"1st",11.648
"boys",94.7,-0.3521,13.9881,0.08054,"1st",11.667
"boys",94.8,-0.3521,14.012,0.08056,"1st",11.686
"boys",94.9,-0.3521,14.036,0.08058,"1st",11.706
"boys",95,-0.3521,14.06,0.0806,"1st",11.725
"boys",95.1,-0.3521,14.0841,0.08062,"1st",11.745
"boys",95.2,-0.3521,14.1083,0.08064,"1st",11.765
"boys",95.3,-0.3521,14.1325,0.08067,"1st",11.784
"boys",95.4,-0.3521,14.1567,0.08069,"1st",11.804
"boys",95.5,-0.3521,14.1811,0.08071,"1st",11.824
"boys",95.6,-0.3521,14.2055,0.08073,"1st",11.843
"boys",95.7,-0.3521,14.2299,0.08076,"1st",11.863
"boys",95.8,-0.3521,14.2544,0.08078,"1st",11.883
"boys",95.9,-0.3521,14.279,0.08081,"1st",11.903
"boys",96,-0.3521,14.3037,0.08083,"1st",11.923
"boys",96.1,-0.3521,14.3284,0.08086,"1st",11.942
"boys",96.2,-0.3521,14.3533,0.08089,"1st",11.962
"boys",96.3,-0.3521,14.3782,0.08092,"1st",11.982
"boys",96.4,-0.3521,14.4031,0.08094,"1st",12.003
"boys",96.5,-0.3521,14.4282,0.08097,"1st",12.023
"boys",96.6,-0.3521,14.4533,0.081,"1st",12.043
"boys",96.7,-0.3521,14.4785,0.08103,"1st",12.063
"boys",96.8,-0.3521,14.5038,0.08106,"1st",12.083
"boys",96.9,-0.3521,14.5292,0.08109,"1st",12.104
"boys",97,-0.3521,14.5547,0.08112,"1st",12.124
"boys",97.1,-0.3521,14.5802,0.08116,"1st",12.144
"boys",97.2,-0.3521,14.6058,0.08119,"1st",12.165
"boys",97.3,-0.3521,14.6316,0.08122,"1st",12.186
"boys",97.4,-0.3521,14.6574,0.08125,"1st",12.206
"boys",97.5,-0.3521,14.6832,0.08129,"1st",12.227
"boys",97.6,-0.3521,14.7092,0.08132,"1st",12.248
"boys",97.7,-0.3521,14.7353,0.08136,"1st",12.268
"boys",97.8,-0.3521,14.7614,0.08139,"1st",12.289
"boys",97.9,-0.3521,14.7877,0.08143,"1st",12.31
"boys",98,-0.3521,14.814,0.08146,"1st",12.331
"boys",98.1,-0.3521,14.8404,0.0815,"1st",12.352
"boys",98.2,-0.3521,14.8669,0.08154,"1st",12.373
"boys",98.3,-0.3521,14.8934,0.08157,"1st",12.394
"boys",98.4,-0.3521,14.9201,0.08161,"1st",12.415
"boys",98.5,-0.3521,14.9468,0.08165,"1st",12.436
"boys",98.6,-0.3521,14.9736,0.08169,"1st",12.458
"boys",98.7,-0.3521,15.0005,0.08173,"1st",12.479
"boys",98.8,-0.3521,15.0275,0.08177,"1st",12.5
"boys",98.9,-0.3521,15.0546,0.08181,"1st",12.522
"boys",99,-0.3521,15.0818,0.08185,"1st",12.543
"boys",99.1,-0.3521,15.109,0.08189,"1st",12.565
"boys",99.2,-0.3521,15.1363,0.08194,"1st",12.586
"boys",99.3,-0.3521,15.1637,0.08198,"1st",12.608
"boys",99.4,-0.3521,15.1912,0.08202,"1st",12.63
"boys",99.5,-0.3521,15.2187,0.08206,"1st",12.651
"boys",99.6,-0.3521,15.2463,0.08211,"1st",12.673
"boys",99.7,-0.3521,15.274,0.08215,"1st",12.695
"boys",99.8,-0.3521,15.3018,0.0822,"1st",12.717
"boys",99.9,-0.3521,15.3297,0.08224,"1st",12.739
"boys",100,-0.3521,15.3576,0.08229,"1st",12.76
"boys",100.1,-0.3521,15.3856,0.08233,"1st",12.783
"boys",100.2,-0.3521,15.4137,0.08238,"1st",12.805
"boys",100.3,-0.3521,15.4419,0.08243,"1st",12.827
"boys",100.4,-0.3521,15.4701,0.08247,"1st",12.849
"boys",100.5,-0.3521,15.4985,0.08252,"1st",12.871
"boys",100.6,-0.3521,15.5268,0.08257,"1st",12.893
"boys",100.7,-0.3521,15.5553,0.08262,"1st",12.915
"boys",100.8,-0.3521,15.5838,0.08267,"1st",12.938
"boys",100.9,-0.3521,15.6125,0.08272,"1st",12.96
"boys",101,-0.3521,15.6412,0.08277,"1st",12.983
"boys",101.1,-0.3521,15.6699,0.08281,"1st",13.005
"boys",101.2,-0.3521,15.6987,0.08287,"1st",13.027
"boys",101.3,-0.3521,15.7276,0.08292,"1st",13.05
"boys",101.4,-0.3521,15.7566,0.08297,"1st",13.073
"boys",101.5,-0.3521,15.7857,0.08302,"1st",13.095
"boys",101.6,-0.3521,15.8148,0.08307,"1st",13.118
"boys",101.7,-0.3521,15.844,0.08312,"1st",13.141
"boys",101.8,-0.3521,15.8732,0.08317,"1st",13.164
"boys",101.9,-0.3521,15.9026,0.08322,"1st",13.187
"boys",102,-0.3521,15.932,0.08328,"1st",13.209
"boys",102.1,-0.3521,15.9615,0.08333,"1st",13.232
"boys",102.2,-0.3521,15.991,0.08338,"1st",13.255
"boys",102.3,-0.3521,16.0206,0.08343,"1st",13.278
"boys",102.4,-0.3521,16.0503,0.08349,"1st",13.301
"boys",102.5,-0.3521,16.0801,0.08354,"1st",13.324
"boys",102.6,-0.3521,16.1099,0.08359,"1st",13.348
"boys",102.7,-0.3521,16.1398,0.08365,"1st",13.371
"boys",102.8,-0.3521,16.1697,0.0837,"1st",13.394
"boys",102.9,-0.3521,16.1997,0.08376,"1st",13.417
"boys",103,-0.3521,16.2298,0.08381,"1st",13.441
"boys",103.1,-0.3521,16.26,0.08386,"1st",13.464
"boys",103.2,-0.3521,16.2902,0.08392,"1st",13.487
"boys",103.3,-0.3521,16.3204,0.08397,"1st",13.511
"boys",103.4,-0.3521,16.3508,0.08403,"1st",13.534
"boys",103.5,-0.3521,16.3812,0.08408,"1st",13.558
"boys",103.6,-0.3521,16.4117,0.08414,"1st",13.581
"boys",103.7,-0.3521,16.4422,0.08419,"1st",13.605
"boys",103.8,-0.3521,16.4728,0.08425,"1st",13.629
"boys",103.9,-0.3521,16.5035,0.08431,"1st",13.652
"boys",104,-0.3521,16.5342,0.08436,"1st",13.676
"boys",104.1,-0.3521,16.565,0.08442,"1st",13.7
"boys",104.2,-0.3521,16.5959,0.08447,"1st",13.724
"boys",104.3,-0.3521,16.6268,0.08453,"1st",13.748
"boys",104.4,-0.3521,16.6579,0.08458,"1st",13.772
"boys",104.5,-0.3521,16.6889,0.08464,"1st",13.796
"boys",104.6,-0.3521,16.7201,0.0847,"1st",13.82
"boys",104.7,-0.3521,16.7513,0.08475,"1st",13.844
"boys",104.8,-0.3521,16.7826,0.08481,"1st",13.868
"boys",104.9,-0.3521,16.8139,0.08487,"1st",13.892
"boys",105,-0.3521,16.8454,0.08493,"1st",13.916
"boys",105.1,-0.3521,16.8769,0.08498,"1st",13.941
"boys",105.2,-0.3521,16.9084,0.08504,"1st",13.965
"boys",105.3,-0.3521,16.9401,0.0851,"1st",13.989
"boys",105.4,-0.3521,16.9718,0.08516,"1st",14.014
"boys",105.5,-0.3521,17.0036,0.08521,"1st",14.039
"boys",105.6,-0.3521,17.0355,0.08527,"1st",14.063
"boys",105.7,-0.3521,17.0674,0.08533,"1st",14.088
"boys",105.8,-0.3521,17.0995,0.08539,"1st",14.112
"boys",105.9,-0.3521,17.1316,0.08545,"1st",14.137
"boys",106,-0.3521,17.1637,0.08551,"1st",14.162
"boys",106.1,-0.3521,17.196,0.08557,"1st",14.186
"boys",106.2,-0.3521,17.2283,0.08562,"1st",14.211
"boys",106.3,-0.3521,17.2607,0.08568,"1st",14.236
"boys",106.4,-0.3521,17.2931,0.08574,"1st",14.261
"boys",106.5,-0.3521,17.3256,0.0858,"1st",14.286
"boys",106.6,-0.3521,17.3582,0.08586,"1st",14.311
"boys",106.7,-0.3521,17.3909,0.08592,"1st",14.336
"boys",106.8,-0.3521,17.4237,0.08599,"1st",14.361
"boys",106.9,-0.3521,17.4565,0.08605,"1st",14.386
"boys",107,-0.3521,17.4894,0.08611,"1st",14.411
"boys",107.1,-0.3521,17.5224,0.08617,"1st",14.437
"boys",107.2,-0.3521,17.5554,0.08623,"1st",14.462
"boys",107.3,-0.3521,17.5885,0.08629,"1st",14.487
"boys",107.4,-0.3521,17.6217,0.08635,"1st",14.513
"boys",107.5,-0.3521,17.655,0.08641,"1st",14.538
"boys",107.6,-0.3521,17.6884,0.08648,"1st",14.564
"boys",107.7,-0.3521,17.7218,0.08654,"1st",14.589
"boys",107.8,-0.3521,17.7553,0.0866,"1st",14.615
"boys",107.9,-0.3521,17.7889,0.08666,"1st",14.641
"boys",108,-0.3521,17.8226,0.08673,"1st",14.666
"boys",108.1,-0.3521,17.8564,0.08679,"1st",14.692
"boys",108.2,-0.3521,17.8903,0.08685,"1st",14.718
"boys",108.3,-0.3521,17.9242,0.08691,"1st",14.744
"boys",108.4,-0.3521,17.9583,0.08698,"1st",14.77
"boys",108.5,-0.3521,17.9924,0.08704,"1st",14.796
"boys",108.6,-0.3521,18.0267,0.0871,"1st",14.822
"boys",108.7,-0.3521,18.061,0.08717,"1st",14.848
"boys",108.8,-0.3521,18.0954,0.08723,"1st",14.875
"boys",108.9,-0.3521,18.1299,0.0873,"1st",14.901
"boys",109,-0.3521,18.1645,0.08736,"1st",14.927
"boys",109.1,-0.3521,18.1992,0.08742,"1st",14.954
"boys",109.2,-0.3521,18.234,0.08749,"1st",14.98
"boys",109.3,-0.3521,18.2689,0.08755,"1st",15.007
"boys",109.4,-0.3521,18.3039,0.08762,"1st",15.033
"boys",109.5,-0.3521,18.339,0.08768,"1st",15.06
"boys",109.6,-0.3521,18.3742,0.08774,"1st",15.087
"boys",109.7,-0.3521,18.4094,0.08781,"1st",15.114
"boys",109.8,-0.3521,18.4448,0.08787,"1st",15.141
"boys",109.9,-0.3521,18.4802,0.08794,"1st",15.167
"boys",110,-0.3521,18.5158,0.088,"1st",15.195
"boys",110.1,-0.3521,18.5514,0.08806,"1st",15.222
"boys",110.2,-0.3521,18.5871,0.08813,"1st",15.249
"boys",110.3,-0.3521,18.6229,0.08819,"1st",15.276
"boys",110.4,-0.3521,18.6588,0.08826,"1st",15.303
"boys",110.5,-0.3521,18.6948,0.08832,"1st",15.331
"boys",110.6,-0.3521,18.7308,0.08838,"1st",15.358
"boys",110.7,-0.3521,18.767,0.08845,"1st",15.386
"boys",110.8,-0.3521,18.8032,0.08851,"1st",15.414
"boys",110.9,-0.3521,18.8395,0.08858,"1st",15.441
"boys",111,-0.3521,18.8759,0.08864,"1st",15.469
"boys",111.1,-0.3521,18.9123,0.08871,"1st",15.496
"boys",111.2,-0.3521,18.9489,0.08877,"1st",15.524
"boys",111.3,-0.3521,18.9855,0.08883,"1st",15.552
"boys",111.4,-0.3521,19.0222,0.0889,"1st",15.58
"boys",111.5,-0.3521,19.059,0.08896,"1st",15.608
"boys",111.6,-0.3521,19.0958,0.08903,"1st",15.636
"boys",111.7,-0.3521,19.1327,0.08909,"1st",15.664
"boys",111.8,-0.3521,19.1697,0.08915,"1st",15.692
"boys",111.9,-0.3521,19.2067,0.08922,"1st",15.72
"boys",112,-0.3521,19.2439,0.08928,"1st",15.748
"boys",112.1,-0.3521,19.281,0.08934,"1st",15.777
"boys",112.2,-0.3521,19.3183,0.08941,"1st",15.805
"boys",112.3,-0.3521,19.3556,0.08947,"1st",15.833
"boys",112.4,-0.3521,19.393,0.08953,"1st",15.862
"boys",112.5,-0.3521,19.4304,0.0896,"1st",15.89
"boys",112.6,-0.3521,19.4679,0.08966,"1st",15.919
"boys",112.7,-0.3521,19.5055,0.08972,"1st",15.947
"boys",112.8,-0.3521,19.5431,0.08979,"1st",15.976
"boys",112.9,-0.3521,19.5807,0.08985,"1st",16.004
"boys",113,-0.3521,19.6185,0.08991,"1st",16.033
"boys",113.1,-0.3521,19.6563,0.08997,"1st",16.062
"boys",113.2,-0.3521,19.6941,0.09004,"1st",16.09
"boys",113.3,-0.3521,19.7321,0.0901,"1st",16.119
"boys",113.4,-0.3521,19.77,0.09016,"1st",16.148
"boys",113.5,-0.3521,19.8081,0.09022,"1st",16.177
"boys",113.6,-0.3521,19.8461,0.09029,"1st",16.206
"boys",113.7,-0.3521,19.8843,0.09035,"1st",16.235
"boys",113.8,-0.3521,19.9225,0.09041,"1st",16.264
"boys",113.9,-0.3521,19.9607,0.09047,"1st",16.293
"boys",114,-0.3521,19.999,0.09054,"1st",16.322
"boys",114.1,-0.3521,20.0373,0.0906,"1st",16.351
"boys",114.2,-0.3521,20.0757,0.09066,"1st",16.38
"boys",114.3,-0.3521,20.1142,0.09072,"1st",16.409
"boys",114.4,-0.3521,20.1527,0.09079,"1st",16.438
"boys",114.5,-0.3521,20.1912,0.09085,"1st",16.468
"boys",114.6,-0.3521,20.2298,0.09091,"1st",16.497
"boys",114.7,-0.3521,20.2684,0.09097,"1st",16.526
"boys",114.8,-0.3521,20.3071,0.09103,"1st",16.556
"boys",114.9,-0.3521,20.3458,0.0911,"1st",16.585
"boys",115,-0.3521,20.3846,0.09116,"1st",16.614
"boys",115.1,-0.3521,20.4233,0.09122,"1st",16.644
"boys",115.2,-0.3521,20.4622,0.09128,"1st",16.673
"boys",115.3,-0.3521,20.501,0.09134,"1st",16.703
"boys",115.4,-0.3521,20.54,0.0914,"1st",16.732
"boys",115.5,-0.3521,20.5789,0.09147,"1st",16.761
"boys",115.6,-0.3521,20.6179,0.09153,"1st",16.791
"boys",115.7,-0.3521,20.6569,0.09159,"1st",16.82
"boys",115.8,-0.3521,20.6959,0.09165,"1st",16.85
"boys",115.9,-0.3521,20.735,0.09171,"1st",16.88
"boys",116,-0.3521,20.7741,0.09177,"1st",16.909
"boys",116.1,-0.3521,20.8132,0.09183,"1st",16.939
"boys",116.2,-0.3521,20.8524,0.0919,"1st",16.968
"boys",116.3,-0.3521,20.8916,0.09196,"1st",16.998
"boys",116.4,-0.3521,20.9308,0.09202,"1st",17.028
"boys",116.5,-0.3521,20.97,0.09208,"1st",17.057
"boys",116.6,-0.3521,21.0093,0.09214,"1st",17.087
"boys",116.7,-0.3521,21.0486,0.0922,"1st",17.117
"boys",116.8,-0.3521,21.0879,0.09227,"1st",17.146
"boys",116.9,-0.3521,21.1272,0.09233,"1st",17.176
"boys",117,-0.3521,21.1666,0.09239,"1st",17.206
"boys",117.1,-0.3521,21.2059,0.09245,"1st",17.235
"boys",117.2,-0.3521,21.2453,0.09251,"1st",17.265
"boys",117.3,-0.3521,21.2847,0.09257,"1st",17.295
"boys",117.4,-0.3521,21.3242,0.09263,"1st",17.325
"boys",117.5,-0.3521,21.3636,0.0927,"1st",17.354
"boys",117.6,-0.3521,21.4031,0.09276,"1st",17.384
"boys",117.7,-0.3521,21.4426,0.09282,"1st",17.414
"boys",117.8,-0.3521,21.482,0.09288,"1st",17.444
"boys",117.9,-0.3521,21.5215,0.09294,"1st",17.473
"boys",118,-0.3521,21.5611,0.093,"1st",17.503
"boys",118.1,-0.3521,21.6006,0.09307,"1st",17.533
"boys",118.2,-0.3521,21.6401,0.09313,"1st",17.562
"boys",118.3,-0.3521,21.6797,0.09319,"1st",17.592
"boys",118.4,-0.3521,21.7193,0.09325,"1st",17.622
"boys",118.5,-0.3521,21.7588,0.09331,"1st",17.652
"boys",118.6,-0.3521,21.7984,0.09338,"1st",17.681
"boys",118.7,-0.3521,21.838,0.09344,"1st",17.711
"boys",118.8,-0.3521,21.8776,0.0935,"1st",17.741
"boys",118.9,-0.3521,21.9172,0.09356,"1st",17.771
"boys",119,-0.3521,21.9568,0.09362,"1st",17.801
"boys",119.1,-0.3521,21.9964,0.09368,"1st",17.83
"boys",119.2,-0.3521,22.036,0.09375,"1st",17.86
"boys",119.3,-0.3521,22.0757,0.09381,"1st",17.89
"boys",119.4,-0.3521,22.1153,0.09387,"1st",17.919
"boys",119.5,-0.3521,22.1549,0.09393,"1st",17.949
"boys",119.6,-0.3521,22.1945,0.09399,"1st",17.979
"boys",119.7,-0.3521,22.2341,0.09406,"1st",18.008
"boys",119.8,-0.3521,22.2738,0.09412,"1st",18.038
"boys",119.9,-0.3521,22.3134,0.09418,"1st",18.068
"boys",120,-0.3521,22.353,0.09424,"1st",18.098
"girls",45,-0.3833,2.4607,0.09029,"1st",2.011
"girls",45.1,-0.3833,2.4777,0.0903,"1st",2.024
"girls",45.2,-0.3833,2.4947,0.0903,"1st",2.038
"girls",45.3,-0.3833,2.5117,0.09031,"1st",2.052
"girls",45.4,-0.3833,2.5287,0.09032,"1st",2.066
"girls",45.5,-0.3833,2.5457,0.09033,"1st",2.08
"girls",45.6,-0.3833,2.5627,0.09033,"1st",2.094
"girls",45.7,-0.3833,2.5797,0.09034,"1st",2.108
"girls",45.8,-0.3833,2.5967,0.09035,"1st",2.121
"girls",45.9,-0.3833,2.6137,0.09036,"1st",2.135
"girls",46,-0.3833,2.6306,0.09037,"1st",2.149
"girls",46.1,-0.3833,2.6476,0.09037,"1st",2.163
"girls",46.2,-0.3833,2.6646,0.09038,"1st",2.177
"girls",46.3,-0.3833,2.6816,0.09039,"1st",2.191
"girls",46.4,-0.3833,2.6986,0.0904,"1st",2.204
"girls",46.5,-0.3833,2.7155,0.0904,"1st",2.218
"girls",46.6,-0.3833,2.7326,0.09041,"1st",2.232
"girls",46.7,-0.3833,2.7496,0.09042,"1st",2.246
"girls",46.8,-0.3833,2.7666,0.09043,"1st",2.26
"girls",46.9,-0.3833,2.7837,0.09044,"1st",2.274
"girls",47,-0.3833,2.8007,0.09044,"1st",2.288
"girls",47.1,-0.3833,2.8179,0.09045,"1st",2.302
"girls",47.2,-0.3833,2.835,0.09046,"1st",2.316
"girls",47.3,-0.3833,2.8522,0.09047,"1st",2.33
"girls",47.4,-0.3833,2.8694,0.09047,"1st",2.344
"girls",47.5,-0.3833,2.8867,0.09048,"1st",2.358
"girls",47.6,-0.3833,2.9041,0.09049,"1st",2.372
"girls",47.7,-0.3833,2.9215,0.0905,"1st",2.386
"girls",47.8,-0.3833,2.939,0.0905,"1st",2.4
"girls",47.9,-0.3833,2.9565,0.09051,"1st",2.415
"girls",48,-0.3833,2.9741,0.09052,"1st",2.429
"girls",48.1,-0.3833,2.9918,0.09053,"1st",2.443
"girls",48.2,-0.3833,3.0096,0.09054,"1st",2.458
"girls",48.3,-0.3833,3.0275,0.09054,"1st",2.472
"girls",48.4,-0.3833,3.0455,0.09055,"1st",2.487
"girls",48.5,-0.3833,3.0636,0.09056,"1st",2.502
"girls",48.6,-0.3833,3.0818,0.09057,"1st",2.517
"girls",48.7,-0.3833,3.1001,0.09057,"1st",2.532
"girls",48.8,-0.3833,3.1186,0.09058,"1st",2.547
"girls",48.9,-0.3833,3.1372,0.09059,"1st",2.562
"girls",49,-0.3833,3.156,0.0906,"1st",2.577
"girls",49.1,-0.3833,3.1749,0.09061,"1st",2.592
"girls",49.2,-0.3833,3.1939,0.09061,"1st",2.608
"girls",49.3,-0.3833,3.2131,0.09062,"1st",2.623
"girls",49.4,-0.3833,3.2325,0.09063,"1st",2.639
"girls",49.5,-0.3833,3.252,0.09064,"1st",2.655
"girls",49.6,-0.3833,3.2717,0.09065,"1st",2.671
"girls",49.7,-0.3833,3.2915,0.09065,"1st",2.687
"girls",49.8,-0.3833,3.3114,0.09066,"1st",2.704
"girls",49.9,-0.3833,3.3316,0.09067,"1st",2.72
"girls",50,-0.3833,3.3518,0.09068,"1st",2.736
"girls",50.1,-0.3833,3.3723,0.09069,"1st",2.753
"girls",50.2,-0.3833,3.3929,0.09069,"1st",2.77
"girls",50.3,-0.3833,3.4136,0.0907,"1st",2.787
"girls",50.4,-0.3833,3.4346,0.09071,"1st",2.804
"girls",50.5,-0.3833,3.4557,0.09072,"1st",2.821
"girls",50.6,-0.3833,3.4769,0.09073,"1st",2.838
"girls",50.7,-0.3833,3.4983,0.09074,"1st",2.856
"girls",50.8,-0.3833,3.5199,0.09074,"1st",2.873
"girls",50.9,-0.3833,3.5417,0.09075,"1st",2.891
"girls",51,-0.3833,3.5636,0.09076,"1st",2.909
"girls",51.1,-0.3833,3.5856,0.09077,"1st",2.927
"girls",51.2,-0.3833,3.6078,0.09078,"1st",2.945
"girls",51.3,-0.3833,3.6302,0.09079,"1st",2.963
"girls",51.4,-0.3833,3.6527,0.0908,"1st",2.981
"girls",51.5,-0.3833,3.6754,0.0908,"1st",3
"girls",51.6,-0.3833,3.6982,0.09081,"1st",3.018
"girls",51.7,-0.3833,3.7212,0.09082,"1st",3.037
"girls",51.8,-0.3833,3.7444,0.09083,"1st",3.056
"girls",51.9,-0.3833,3.7677,0.09084,"1st",3.075
"girls",52,-0.3833,3.7911,0.09085,"1st",3.094
"girls",52.1,-0.3833,3.8147,0.09086,"1st",3.113
"girls",52.2,-0.3833,3.8385,0.09086,"1st",3.133
"girls",52.3,-0.3833,3.8623,0.09087,"1st",3.152
"girls",52.4,-0.3833,3.8863,0.09088,"1st",3.171
"girls",52.5,-0.3833,3.9105,0.09089,"1st",3.191
"girls",52.6,-0.3833,3.9348,0.0909,"1st",3.211
"girls",52.7,-0.3833,3.9592,0.09091,"1st",3.231
"girls",52.8,-0.3833,3.9837,0.09092,"1st",3.251
"girls",52.9,-0.3833,4.0084,0.09093,"1st",3.271
"girls",53,-0.3833,4.0332,0.09093,"1st",3.291
"girls",53.1,-0.3833,4.0581,0.09094,"1st",3.311
"girls",53.2,-0.3833,4.0832,0.09095,"1st",3.332
"girls",53.3,-0.3833,4.1084,0.09096,"1st",3.352
"girls",53.4,-0.3833,4.1337,0.09097,"1st",3.373
"girls",53.5,-0.3833,4.1591,0.09098,"1st",3.393
"girls",53.6,-0.3833,4.1846,0.09099,"1st",3.414
"girls",53.7,-0.3833,4.2102,0.09099,"1st",3.435
"girls",53.8,-0.3833,4.2359,0.091,"1st",3.456
"girls",53.9,-0.3833,4.2617,0.09101,"1st",3.477
"girls",54,-0.3833,4.2875,0.09102,"1st",3.498
"girls",54.1,-0.3833,4.3135,0.09103,"1st",3.519
"girls",54.2,-0.3833,4.3395,0.09104,"1st",3.54
"girls",54.3,-0.3833,4.3655,0.09105,"1st",3.561
"girls",54.4,-0.3833,4.3917,0.09105,"1st",3.583
"girls",54.5,-0.3833,4.4179,0.09106,"1st",3.604
"girls",54.6,-0.3833,4.4442,0.09107,"1st",3.625
"girls",54.7,-0.3833,4.4705,0.09108,"1st",3.647
"girls",54.8,-0.3833,4.4969,0.09109,"1st",3.668
"girls",54.9,-0.3833,4.5233,0.09109,"1st",3.69
"girls",55,-0.3833,4.5498,0.0911,"1st",3.711
"girls",55.1,-0.3833,4.5763,0.09111,"1st",3.733
"girls",55.2,-0.3833,4.6029,0.09112,"1st",3.754
"girls",55.3,-0.3833,4.6295,0.09113,"1st",3.776
"girls",55.4,-0.3833,4.6561,0.09113,"1st",3.798
"girls",55.5,-0.3833,4.6827,0.09114,"1st",3.819
"girls",55.6,-0.3833,4.7094,0.09115,"1st",3.841
"girls",55.7,-0.3833,4.7361,0.09116,"1st",3.863
"girls",55.8,-0.3833,4.7628,0.09116,"1st",3.884
"girls",55.9,-0.3833,4.7895,0.09117,"1st",3.906
"girls",56,-0.3833,4.8162,0.09118,"1st",3.928
"girls",56.1,-0.3833,4.843,0.09119,"1st",3.949
"girls",56.2,-0.3833,4.8697,0.09119,"1st",3.971
"girls",56.3,-0.3833,4.8964,0.0912,"1st",3.993
"girls",56.4,-0.3833,4.9232,0.09121,"1st",4.015
"girls",56.5,-0.3833,4.95,0.09121,"1st",4.037
"girls",56.6,-0.3833,4.9767,0.09122,"1st",4.058
"girls",56.7,-0.3833,5.0034,0.09123,"1st",4.08
"girls",56.8,-0.3833,5.0302,0.09123,"1st",4.102
"girls",56.9,-0.3833,5.0569,0.09124,"1st",4.123
"girls",57,-0.3833,5.0837,0.09125,"1st",4.145
"girls",57.1,-0.3833,5.1104,0.09125,"1st",4.167
"girls",57.2,-0.3833,5.1371,0.09126,"1st",4.189
"girls",57.3,-0.3833,5.1639,0.09126,"1st",4.211
"girls",57.4,-0.3833,5.1906,0.09127,"1st",4.232
"girls",57.5,-0.3833,5.2173,0.09128,"1st",4.254
"girls",57.6,-0.3833,5.244,0.09128,"1st",4.276
"girls",57.7,-0.3833,5.2707,0.09129,"1st",4.297
"girls",57.8,-0.3833,5.2974,0.09129,"1st",4.319
"girls",57.9,-0.3833,5.324,0.0913,"1st",4.341
"girls",58,-0.3833,5.3507,0.0913,"1st",4.362
"girls",58.1,-0.3833,5.3773,0.09131,"1st",4.384
"girls",58.2,-0.3833,5.4039,0.09131,"1st",4.406
"girls",58.3,-0.3833,5.4304,0.09131,"1st",4.427
"girls",58.4,-0.3833,5.4569,0.09132,"1st",4.449
"girls",58.5,-0.3833,5.4834,0.09132,"1st",4.47
"girls",58.6,-0.3833,5.5098,0.09133,"1st",4.492
"girls",58.7,-0.3833,5.5362,0.09133,"1st",4.513
"girls",58.8,-0.3833,5.5625,0.09133,"1st",4.535
"girls",58.9,-0.3833,5.5888,0.09134,"1st",4.556
"girls",59,-0.3833,5.6151,0.09134,"1st",4.578
"girls",59.1,-0.3833,5.6413,0.09134,"1st",4.599
"girls",59.2,-0.3833,5.6674,0.09135,"1st",4.62
"girls",59.3,-0.3833,5.6935,0.09135,"1st",4.641
"girls",59.4,-0.3833,5.7195,0.09135,"1st",4.663
"girls",59.5,-0.3833,5.7454,0.09135,"1st",4.684
"girls",59.6,-0.3833,5.7713,0.09136,"1st",4.705
"girls",59.7,-0.3833,5.7971,0.09136,"1st",4.726
"girls",59.8,-0.3833,5.8229,0.09136,"1st",4.747
"girls",59.9,-0.3833,5.8485,0.09136,"1st",4.768
"girls",60,-0.3833,5.8742,0.09136,"1st",4.789
"girls",60.1,-0.3833,5.8997,0.09136,"1st",4.809
"girls",60.2,-0.3833,5.9252,0.09137,"1st",4.83
"girls",60.3,-0.3833,5.9507,0.09137,"1st",4.851
"girls",60.4,-0.3833,5.9761,0.09137,"1st",4.872
"girls",60.5,-0.3833,6.0014,0.09137,"1st",4.892
"girls",60.6,-0.3833,6.0266,0.09137,"1st",4.913
"girls",60.7,-0.3833,6.0518,0.09137,"1st",4.933
"girls",60.8,-0.3833,6.0769,0.09137,"1st",4.954
"girls",60.9,-0.3833,6.102,0.09137,"1st",4.974
"girls",61,-0.3833,6.127,0.09137,"1st",4.995
"girls",61.1,-0.3833,6.1519,0.09137,"1st",5.015
"girls",61.2,-0.3833,6.1768,0.09136,"1st",5.035
"girls",61.3,-0.3833,6.2017,0.09136,"1st",5.056
"girls",61.4,-0.3833,6.2264,0.09136,"1st",5.076
"girls",61.5,-0.3833,6.2511,0.09136,"1st",5.096
"girls",61.6,-0.3833,6.2758,0.09136,"1st",5.116
"girls",61.7,-0.3833,6.3004,0.09136,"1st",5.136
"girls",61.8,-0.3833,6.3249,0.09135,"1st",5.156
"girls",61.9,-0.3833,6.3494,0.09135,"1st",5.176
"girls",62,-0.3833,6.3738,0.09135,"1st",5.196
"girls",62.1,-0.3833,6.3981,0.09135,"1st",5.216
"girls",62.2,-0.3833,6.4224,0.09134,"1st",5.236
"girls",62.3,-0.3833,6.4466,0.09134,"1st",5.255
"girls",62.4,-0.3833,6.4708,0.09134,"1st",5.275
"girls",62.5,-0.3833,6.4948,0.09133,"1st",5.295
"girls",62.6,-0.3833,6.5189,0.09133,"1st",5.315
"girls",62.7,-0.3833,6.5429,0.09133,"1st",5.334
"girls",62.8,-0.3833,6.5668,0.09132,"1st",5.354
"girls",62.9,-0.3833,6.5906,0.09132,"1st",5.373
"girls",63,-0.3833,6.6144,0.09131,"1st",5.393
